Orthogroup	1	2	3	4	5	6	7	8	9	10
OG0005270	CUE domain-containing protein (39)									
OG0005271	None									
OG0005272	PWWP domain-containing protein (39)									
OG0005273	RING finger protein B-like (32)	E3 ubiquitin-protein ligase LRSAM1-like protein (7)								
OG0005274	pyridoxal 5'-phosphate synthase  (39)									
OG0005275	Magnesium transporter NIPA2 (30)	Magnesium transporter NIPA3 (Magnesium transporter nipa2-like protein) (9)								
OG0005276	Coiled-coil domain-containing protein 85C (39)									
OG0005277	Serine/threonine protein kinase PLK3, putative  (18)	Protein kinase-like protein (16)	Protein kinase domain-containing protein (5)							
OG0005278	None									
OG0005279	None									
OG0005280	Sugar phosphate transporter domain-containing protein (39)									
OG0005281	None									
OG0005282	Mrg-binding protein, putative (26)	Chromatin modification-related protein EAF7 (12)	MRG-binding protein (1)							
OG0005283	Serine/threonine protein kinase ripk4, putative (37)	Ankyrin repeat domain containing protein (2)								
OG0005284	None									
OG0005285	None									
OG0005286	protein-tyrosine-phosphatase  (38)	Serine/threonine-protein phosphatase  (1)								
OG0005287	CDP-alcohol phosphatidyltransferase family protein (39)									
OG0005288	None									
OG0005289	None									
OG0005290	Protein-S-isoprenylcysteine O-methyltransferase  (38)									
OG0005291	GDP-fucose protein O-fucosyltransferase 2  (39)									
OG0005292	Dr1-associated corepressor-like protein (39)									
OG0005293	E3 ubiquitin ligase, putative (28)	RING-Gid-type domain-containing protein (11)								
OG0005294	LEM domain-containing protein (32)	LEM domain (5)	Ankyrin repeat and LEM domain-containing protein 1-like (2)							
OG0005295	Zinc finger Mcm10/DnaG-type domain-containing protein (25)	Protein MCM10 homolog (14)								
OG0005296	D-aminoacyl-tRNA deacylase  (39)									
OG0005297	Alpha-1,3-glucosyltransferase  (39)									
OG0005298	DNA polymerase kappa  (32)	DNA polymerase kappa (7)								
OG0005299	None									
OG0005300	None									
OG0005301	None									
OG0005302	None									
OG0005303	Ribosomal protein L7/L12 C-terminal domain-containing protein (35)	39S ribosomal protein L12-like protein (3)								
OG0005304	Peptidase C1A papain C-terminal domain-containing protein (38)									
OG0005305	Zinc finger protein 830-like protein (34)	Zinc finger protein 830 (Coiled-coil domain-containing protein 16) (4)								
OG0005306	None									
OG0005307	NudC domain-containing protein 1 (38)									
OG0005308	None									
OG0005309	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 9 (Complex I-B22) (NADH-ubiquinone oxidoreductase B22 subunit) (38)									
OG0005310	Syntaxin-18, putative (33)	t-SNARE coiled-coil homology domain-containing protein (5)								
OG0005311	Anillin homology domain-containing protein (38)									
OG0005312	ATP synthase subunit f, mitochondrial (24)	ATP synthase F chain  (14)								
OG0005313	G patch domain-containing protein 11 (Coiled-coil domain-containing protein 75) (38)									
OG0005314	DNA ligase 4  (31)	DNA ligase  (7)								
OG0005315	None									
OG0005316	None									
OG0005317	Activator of basal transcription 1 (38)									
OG0005318	None									
OG0005319	Protein lin-52-like isoform X1 (28)	BESS domain-containing protein (10)								
OG0005320	Serine protease HTRA2, mitochondrial  (38)									
OG0005321	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 4 (Complex I-B15) (NADH-ubiquinone oxidoreductase B15 subunit) (38)									
OG0005322	60S ribosomal protein L23, putative (22)	Ribosomal protein L23/L25 N-terminal domain-containing protein (11)	60S ribosomal protein L23A (60s ribosomal protein l23a 1-like protein) (5)							
OG0005323	39S ribosomal protein L11, mitochondrial (32)	Universal ribosomal protein uL11 (6)								
OG0005324	None									
OG0005325	Protein quiver (Protein sleepless) (38)									
OG0005326	Galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase  (37)									
OG0005327	Histone RNA hairpin-binding protein RNA-binding domain-containing protein (38)									
OG0005328	60S ribosomal protein L27, mitochondrial (35)	Alpha-macroglobulin-like TED domain-containing protein (3)								
OG0005329	Large ribosomal subunit protein uL29m (38)									
OG0005330	NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial (37)									
OG0005331	Small ribosomal subunit protein uS12m (38)									
OG0005332	None									
OG0005333	t-SNARE coiled-coil homology domain-containing protein (38)									
OG0005334	None									
OG0005335	None									
OG0005336	Ubiquitin protein ligase  (38)									
OG0005337	None									
OG0005338	tRNA pseudouridine synthase  (38)									
OG0005339	None									
OG0005340	None									
OG0005341	dTMP kinase  (38)									
OG0005342	Ribosome biogenesis protein-Nop58p/Nop5p, putative (23)	Nop domain-containing protein (7)	Nucleolar protein 56 (6)	Nucleolar protein 56-like isoform X1 (2)						
OG0005343	CHCH domain-containing protein (34)	Coiled-coil-helix-coiled-coil-helix domain-containing protein 2 (4)								
OG0005344	None									
OG0005345	Spindle assembly abnormal protein 6 N-terminal domain-containing protein (38)									
OG0005346	Serine/threonine-protein kinase 19-like isoform X2 (38)									
OG0005347	None									
OG0005348	Signal peptidase complex subunit 3 (38)									
OG0005349	Calcium load-activated calcium channel (CLAC channel) (36)	Transmembrane and coiled-coil domain-containing protein 1 (2)								
OG0005350	None									
OG0005351	None									
OG0005352	Methylmalonyl-CoA mutase-like protein (38)									
OG0005353	None									
OG0005354	tRNA:m(4)X modification enzyme TRM13  (38)									
OG0005355	None									
OG0005356	Snurportin-1 (RNA U transporter 1) (24)	Snurportin-1 (14)								
OG0005357	None									
OG0005358	Coenzyme Q-binding protein COQ10 START domain-containing protein (33)	Coenzyme Q-binding protein COQ10 -like protein A, mitochondrial (Coenzyme Q-binding protein COQ10-like protein, mitochondrial-like protein) (5)								
OG0005359	serine--tRNA ligase  (38)									
OG0005360	Gamma-tubulin complex component (38)									
OG0005361	TsaA-like domain-containing protein (38)									
OG0005362	Nuclear fragile X mental retardation-interacting protein 1-like (38)									
OG0005363	BPL/LPL catalytic domain-containing protein (38)									
OG0005364	ATP-dependent RNA helicase  (31)	RNA helicase  (7)								
OG0005365	EF-hand domain-containing protein (38)									
OG0005366	Peptidyl-prolyl cis-trans isomerase  (37)	DNA-directed RNA polymerase II subunit GRINL1A  (1)								
OG0005367	None									
OG0005368	Protein-serine/threonine kinase  (38)									
OG0005369	Protein CWC15-like (38)									
OG0005370	Density-regulated protein (33)	Density-regulated protein-like protein (5)								
OG0005371	Angiogenic factor with G patch and FHA domains 1 (Tetratricopeptide repeat containing cytosolic fe-s cluster assembly factor-like protein) (38)									
OG0005372	None									
OG0005373	None									
OG0005374	Lipase maturation factor (38)									
OG0005375	Oxodicarboxylate carrier protein, putative (31)	Mitochondrial carrier protein (7)								
OG0005376	SAGA-associated factor 29-like protein (30)	Histone acetyltransferase SAGA associated factor SGF29-like (6)	SAGA-associated factor 29 (SAGA-associated factor 29-like protein) (2)							
OG0005377	H/ACA ribonucleoprotein complex subunit 2-like protein (22)	Box H/ACA snoRNP, putative (15)	Ribonucloprotein (1)							
OG0005378	5-demethoxyubiquinone hydroxylase, mitochondrial (DMQ hydroxylase)  (37)	Coenzyme q10 biosynthesis protein, putative (Coenzyme q10 biosynthesis protein, putative (Fragment)) (1)								
OG0005379	LRRCT domain-containing protein (21)	Leucine rich repeat containing protein (7)	Fibronectin type-III domain-containing protein (5)	Chaoptin-like (5)						
OG0005380	M-phase inducer phosphatase  (34)	protein-tyrosine-phosphatase  (4)								
OG0005381	Large ribosomal subunit protein uL24m (39S ribosomal protein L24, mitochondrial) (38)									
OG0005382	None									
OG0005383	Chitin-binding type-2 domain-containing protein (38)									
OG0005384	Endothelial differentiation-related factor 1 (Multiprotein Bridging Factor 1-like protein) (38)									
OG0005385	Methionine synthase  (37)									
OG0005386	CCHC-type domain-containing protein (35)	rRNA 2 (2)	CHHC U11-48K-type domain-containing protein (1)							
OG0005387	DNA-directed RNA polymerase I subunit RPA43-like (38)									
OG0005388	BTB domain-containing protein (38)									
OG0005389	None									
OG0005390	Partitioning defective 6gamma-like (29)	Partitioning defective 6 -like protein beta (Partitioning defective 6-like protein gamma-like protein) (5)	Partitioning defective 6 beta-like protein (4)							
OG0005391	RNA exonuclease 4 (38)									
OG0005392	ATP-dependent DNA helicase II subunit 2  (34)	X-ray repair cross-complementing protein 5-like protein (2)	Ku domain-containing protein (1)							
OG0005393	Glycine cleavage system H protein (38)									
OG0005394	Biogenesis of lysosome-related organelles complex 1 subunit 2 (38)									
OG0005395	rRNA-processing protein UTP23 homolog (30)	rRNA-processing protein UTP23-like protein (4)	PIN domain-containing protein (3)	Rrna-processing protein utp23-like protein (Small subunit processome component) (1)						
OG0005396	None									
OG0005397	None									
OG0005398	Dynactin subunit 5 (38)									
OG0005399	Mitochondrial import receptor subunit TOM22 homolog (38)									
OG0005400	Nuclear cap-binding protein subunit 3 (38)									
OG0005401	Muscle myosin heavy chain, putative  (29)	Viral A-type inclusion protein (9)								
OG0005402	None									
OG0005403	Protein unc-50-like protein (38)									
OG0005404	Transcription factor, putative (38)									
OG0005405	Transcription factor IIIA-like protein (38)									
OG0005406	Aftiphilin clathrin-binding box domain-containing protein (38)									
OG0005407	None									
OG0005408	None									
OG0005409	Delta-aminolevulinic acid dehydratase  (36)	porphobilinogen synthase  (2)								
OG0005410	Oxoglutarate/malate carrier protein, putative (38)									
OG0005411	None									
OG0005412	Kinesin motor domain-containing protein (37)									
OG0005413	None									
OG0005414	SPRY domain-containing protein 7 (38)									
OG0005415	BTB/POZ domain-containing protein KCTD12-like (31)	BTB/POZ domain-containing protein KCTD8 (7)								
OG0005416	None									
OG0005417	Oligosaccharyltransferase complex subunit (38)									
OG0005418	COMM domain-containing protein 5 (38)									
OG0005419	60S ribosomal protein L44 (37)	Ribosomal protein L44e (1)								
OG0005420	N-CAM Ig domain-containing protein, putative  (38)									
OG0005421	Matrin-type domain-containing protein (38)									
OG0005422	None									
OG0005423	Mitochondrial import inner membrane translocase subunit TIM50 (38)									
OG0005424	UBC core domain-containing protein (23)	Ubiquitin protein ligase, putative  (15)								
OG0005425	None									
OG0005426	None									
OG0005427	Prefoldin, putative (21)	Prefoldin subunit 2 (9)	Prefoldin subunit 2 (Prefoldin subunit 2-like protein) (7)	Prefoldin subunit 2-like protein (1)						
OG0005428	non-specific serine/threonine protein kinase  (38)									
OG0005429	N-acetyltransferase ESCO2 (29)	Establishment of cohesion 1 (N-acetyltransferase esco2-like protein) (8)	N-acetyltransferase domain-containing protein (1)							
OG0005430	60S ribosome subunit biogenesis protein NIP7 homolog (38)									
OG0005431	Suppression of tumorigenicity (38)									
OG0005432	Chitin-binding type-2 domain-containing protein (38)									
OG0005433	Holocytochrome c-type synthase  (38)									
OG0005434	Abasic site processing protein HMCES (Embryonic stem cell-specific 5-hydroxymethylcytosine-binding protein) (Peptidase HMCES) (SRAP domain-containing protein 1) (38)									
OG0005435	Mediator of RNA polymerase II transcription subunit 22 (Mediator complex subunit 22) (38)									
OG0005436	None									
OG0005437	Phosducin thioredoxin-like domain-containing protein (38)									
OG0005438	Guanine nucleotide exchange factor mss4, putative (38)									
OG0005439	H/ACA ribonucleoprotein complex subunit (38)									
OG0005440	None									
OG0005441	None									
OG0005442	Cytochrome C oxidase, subunit VIa/COX13, putative  (31)	Cytochrome c oxidase subunit (Cytochrome c oxidase polypeptide VIa) (6)	Cytochrome c oxidase subunit (1)							
OG0005443	39S ribosomal protein L23, mitochondrial (38)									
OG0005444	Ribonuclease P protein subunit p29 (38)									
OG0005445	40S ribosomal protein S25 (38)									
OG0005446	None									
OG0005447	Suppressor of cytokine signaling 7 (38)									
OG0005448	None									
OG0005449	Tumor protein p63-regulated 1-like protein (37)									
OG0005450	None									
OG0005451	Transmembrane protein 35 (38)									
OG0005452	None									
OG0005453	None									
OG0005454	None									
OG0005455	DNA (cytosine-5-)-methyltransferase (34)	DNA methyltransferase 3-like protein (2)	DNA (cytosine-5-)-methyltransferase  (1)							
OG0005456	None									
OG0005457	PUB domain-containing protein (38)									
OG0005458	None									
OG0005459	None									
OG0005460	Retinal protein, putative  (31)	GMP-PDE, delta subunit-like protein (6)	GMP phosphodiesterase delta subunit domain-containing protein (1)							
OG0005461	None									
OG0005462	Mitochondrial import inner membrane translocase subunit (38)									
OG0005463	Ubiquitin thioesterase OTU  (38)									
OG0005464	Origin recognition complex subunit 4 (38)									
OG0005465	H/ACA ribonucleoprotein complex non-core subunit NAF1 (28)	H/ACA ribonucleoprotein complex subunit (10)								
OG0005466	Metalloprotease TIKI homolog  (31)	Kinesin motor domain-containing protein (7)								
OG0005467	Cytochrome oxidase biogenesis protein, putative (30)	Cytochrome c oxidase assembly protein cox18, mitochondrial (8)								
OG0005468	Voltage-dependent calcium channel, putative (38)									
OG0005469	None									
OG0005470	Serine/threonine-protein kinase Chk1-like (36)	non-specific serine/threonine protein kinase  (2)								
OG0005471	None									
OG0005472	None									
OG0005473	None									
OG0005474	Sphingomyelin phosphodiesterase, putative  (33)	Acid sphingomyelinase, putative  (5)								
OG0005475	U-box domain-containing protein (38)									
OG0005476	Palmitoyltransferase  (38)									
OG0005477	FZ domain-containing protein (31)	Atrial natriuretic peptide-converting enzyme-like (6)	Atrial natriuretic peptide-converting enzyme (1)							
OG0005478	Hexosyltransferase  (38)									
OG0005479	TFII-F-interacting CTD phosphatase: including NLI-interacting factor-like protein (38)									
OG0005480	None									
OG0005481	Post-GPI attachment to proteins factor 3 (37)	Post-GPI attachment to proteins factor 3-like (1)								
OG0005482	BHLH domain-containing protein (38)									
OG0005483	None									
OG0005484	GCS light chain (Gamma-ECS regulatory subunit) (Gamma-glutamylcysteine synthetase regulatory subunit) (Glutamate--cysteine ligase modifier subunit) (38)									
OG0005485	Tubby-like protein (38)									
OG0005486	None									
OG0005487	Insulin receptor substrate 1 (Protein chico) (38)									
OG0005488	None									
OG0005489	None									
OG0005490	None									
OG0005491	Cell cycle-associated protein mob1-1 (38)									
OG0005492	None									
OG0005493	Cell division control protein 45 homolog (38)									
OG0005494	None									
OG0005495	poly(ADP-ribose) glycohydrolase  (26)									
OG0005496	Asparagine synthetase domain-containing protein 1-like protein (38)									
OG0005497	None									
OG0005498	Potassium channel domain-containing protein (38)									
OG0005499	deoxyribose-phosphate aldolase  (38)									
OG0005500	NHL repeat-containing protein 2-like (38)									
OG0005501	Peroxisomal membrane protein PEX13 (Peroxin-13) (38)									
OG0005502	Exosome complex component RRP45 (Exosome component 9) (38)									
OG0005503	Retrograde Golgi transport protein RGP1-like (21)	RAB6A-GEF complex partner protein 2-like protein (17)								
OG0005504	None									
OG0005505	None									
OG0005506	None									
OG0005507	None									
OG0005508	Secreted protein, putative (Secreted protein, putative (Fragment)) (38)									
OG0005509	RCC1 and BTB domain-containing protein 1 (3)	BTB domain-containing protein (1)	RCC1 and BTB domain-containing protein 2 (1)							
OG0005510	None									
OG0005511	None									
OG0005512	None									
OG0005513	None									
OG0005514	None									
OG0005515	Decapping nuclease  (27)									
OG0005516	None									
OG0005517	COX4 neighbor protein-like protein (37)									
OG0005518	DNA-directed RNA polymerase II subunit RPB7-like protein (15)	DNA-directed RNA polymerase II subunit RPB7 (11)	DNA-directed RNA polymerase subunit E', putative (DNA-directed RNA polymerase subunit E', putative (Fragment)) (11)							
OG0005519	6-phosphogluconate dehydrogenase, decarboxylating  (36)	phosphogluconate dehydrogenase (NADP(+)-dependent, decarboxylating)  (1)								
OG0005520	Rhophilin-2, putative  (37)									
OG0005521	Glutaredoxin domain-containing cysteine-rich protein 1 (37)									
OG0005522	Trafficking protein particle complex subunit (37)									
OG0005523	DNA excision repair protein ERCC-1-like protein (31)	Dna excision repair protein ercc-1-like protein (Excision repair cross-complementation group 1) (5)	ERCC1-like central domain-containing protein (1)							
OG0005524	None									
OG0005525	None									
OG0005526	None									
OG0005527	None									
OG0005528	Monocarboxylate transporter-like protein (37)									
OG0005529	Transmembrane protein 127 transmembrane region domain-containing protein (37)									
OG0005530	None									
OG0005531	LDLR chaperone boca-like protein (32)	Chaperone for wingless signaling and trafficking of LDL receptor (5)								
OG0005532	Large ribosomal subunit protein uL14 (60S ribosomal protein L23) (37)									
OG0005533	Ribosome-binding factor A (32)	RecA family profile 1 domain-containing protein (5)								
OG0005534	None									
OG0005535	None									
OG0005536	TM2 domain-containing protein (25)	TM2 domain-containing protein 3-like protein (12)								
OG0005537	39S ribosomal protein L46, mitochondrial-like protein (34)	Large ribosomal subunit protein mL46 (3)								
OG0005538	RNA-binding protein 34-like isoform X1 (37)									
OG0005539	tRNA-intron lyase  (32)	tRNA-splicing endonuclease subunit Sen34  (5)								
OG0005540	Cytidine deaminase  (37)									
OG0005541	Deoxynucleotidyltransferase terminal-interacting protein 2-like protein (37)									
OG0005542	None									
OG0005543	Coiled-coil-helix-coiled-coil-helix domain-containing protein 1-like protein (37)									
OG0005544	Reticulon domain-containing protein (37)									
OG0005545	Protein DGCR6-like protein (37)									
OG0005546	None									
OG0005547	None									
OG0005548	None									
OG0005549	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13 (37)									
OG0005550	None									
OG0005551	Seipin (37)									
OG0005552	Trafficking protein particle complex subunit (36)	Trafficking protein particle complex subunit 4-like protein (1)								
OG0005553	5'-nucleotidase  (37)									
OG0005554	ER membrane protein complex subunit 2 (37)									
OG0005555	Mediator of RNA polymerase II transcription subunit 8 (Mediator complex subunit 8) (37)									
OG0005556	Protein LLP homolog (37)									
OG0005557	Transcription initiation factor IIA subunit 2 (21)	Transcription initiation factor IIA subunit 2 (General transcription factor IIA subunit 2) (Transcription initiation factor IIA gamma chain) (TFIIA-gamma) (16)								
OG0005558	Histone H2A (37)									
OG0005559	Elongator complex protein 4 (37)									
OG0005560	BRISC and BRCA1-A complex member 2 (37)									
OG0005561	None									
OG0005562	Thioredoxin domain-containing protein, putative  (37)									
OG0005563	None									
OG0005564	2-(3-amino-3-carboxypropyl)histidine synthase subunit 2 (36)	Diphthamide biosynthesis protein 2-like (1)								
OG0005565	tRNA (guanine-N(7)-)-methyltransferase non-catalytic subunit (WD repeat-containing protein 4 homolog) (22)	Wdr4-prov protein, putative (Wdr4-prov protein, putative (Fragment)) (15)								
OG0005566	Proteasome subunit beta (24)	proteasome endopeptidase complex  (13)								
OG0005567	None									
OG0005568	Zinc finger HIT domain-containing protein 2 (37)									
OG0005569	None									
OG0005570	U3 small nucleolar RNA-associated protein 11 (U3 snoRNA-associated protein 11) (37)									
OG0005571	Trafficking protein particle complex subunit (37)									
OG0005572	Large ribosomal subunit protein mL40 (37)									
OG0005573	None									
OG0005574	RAS-like protein, putative  (37)									
OG0005575	Aspartate dehydrogenase domain-containing protein (37)									
OG0005576	Death-associated protein 1 (Death-associated protein 1-like protein) (37)									
OG0005577	BLOC-1-related complex subunit 8 (37)									
OG0005578	18S rRNA aminocarboxypropyltransferase  (37)									
OG0005579	Transcription initiation factor TFIID subunit 8 (37)									
OG0005580	RING-type E3 ubiquitin transferase  (37)									
OG0005581	Poly [ADP-ribose] polymerase (PARP)  (37)									
OG0005582	None									
OG0005583	None									
OG0005584	Cilia- and flagella-associated protein 36 (Coiled-coil domain-containing protein 104) (37)									
OG0005585	J domain-containing protein (33)	DnaJ subfamily C member 1-like protein (4)								
OG0005586	Rab-like protein 3 (37)									
OG0005587	None									
OG0005588	Mediator of RNA polymerase II transcription subunit 10 (Mediator complex subunit 10) (37)									
OG0005589	Ribosomal RNA-processing protein 14/surfeit locus protein 6 C-terminal domain-containing protein (31)	Surfeit locus protein 6-like (6)								
OG0005590	None									
OG0005591	Unconventional prefoldin RPB5 interactor (37)									
OG0005592	Ku P70 DNA helicase, putative (Ku P70 DNA helicase, putative (Fragment)) (30)	Ku domain-containing protein (3)	VWFA domain-containing protein (2)	X-ray repair cross-complementing protein 5-like protein (2)						
OG0005593	Protein BUD31 homolog (37)									
OG0005594	Ribosomal RNA-processing protein 40 (36)	Exosome complex component CSL4-like protein (1)								
OG0005595	Ubiquitin protein ligase, putative  (29)	Ubiquitin-conjugating enzyme E2 N (8)								
OG0005596	N6-adenosine-methyltransferase non-catalytic subunit (Methyltransferase-like protein 14) (37)									
OG0005597	None									
OG0005598	None									
OG0005599	None									
OG0005600	None									
OG0005601	None									
OG0005602	None									
OG0005603	None									
OG0005604	Large ribosomal subunit protein uL30m (39S ribosomal protein L30, mitochondrial) (37)									
OG0005605	None									
OG0005606	None									
OG0005607	THO complex subunit, putative  (37)									
OG0005608	Peroxin-19 (37)									
OG0005609	None									
OG0005610	Large ribosomal subunit protein eL14 (60S ribosomal protein L14) (36)									
OG0005611	Large ribosomal subunit protein uL14 (60S ribosomal protein L23) (37)									
OG0005612	Threonine dehydrogenase-like protein (37)									
OG0005613	Elongin-C (37)									
OG0005614	Fetal globin-inducing factor, putative  (15)	Ankyrin repeat domain-containing protein 49-like protein (8)	Ankyrin repeat domain-containing protein (6)	Ankyrin repeat domain-containing protein 49-like (5)	Ankyrin repeat domain-containing protein 49 (2)	Ankyrin repeat domain containing protein (1)				
OG0005615	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 8 (37)									
OG0005616	PRKR-interacting protein 1 homolog (27)	PRKR-interacting protein 1 (10)								
OG0005617	U3 small nucleolar RNA-interacting protein 2 (37)									
OG0005618	RNA polymerase Rpb4/RPC9 core domain-containing protein (32)	DNA-directed RNA polymerase II subunit RPB4-like protein (5)								
OG0005619	ATP synthase-coupling factor 6, mitochondrial (ATPase subunit F6) (37)									
OG0005620	None									
OG0005621	None									
OG0005622	Small ribosomal subunit protein mS40 (28S ribosomal protein S18-2, mitochondrial) (28S ribosomal protein S18b, mitochondrial) (37)									
OG0005623	None									
OG0005624	None									
OG0005625	DNA-directed RNA polymerase RpoA/D/Rpb3-type domain-containing protein (37)									
OG0005626	Cuticlin-1 (37)									
OG0005627	None									
OG0005628	Beta-sarcoglycan (37)									
OG0005629	None									
OG0005630	Large ribosomal subunit protein mL50 (39S ribosomal protein L50, mitochondrial) (37)									
OG0005631	Ribonucloprotein (35)	50S ribosomal protein L7Ae (2)								
OG0005632	Rho-GAP domain-containing protein (37)									
OG0005633	None									
OG0005634	6-phosphogluconolactonase (6PGL)  (36)	Protein kinase domain-containing protein (1)								
OG0005635	dolichol kinase  (37)									
OG0005636	Coiled-coil domain-containing protein 9-like protein (22)	Splicing factor YJU2 (15)								
OG0005637	Prefoldin, putative (27)	Prefoldin subunit 6-like protein (6)	Prefoldin subunit 6 (4)							
OG0005638	None									
OG0005639	None									
OG0005640	Protein kinase, putative  (21)	Protein kinase domain-containing protein (16)								
OG0005641	Ankyrin repeat domain-containing protein 54-like protein (25)	Ankyrin repeat domain-containing protein 54-like (6)	Ankyrin repeat domain-containing protein 54 (6)							
OG0005642	Lin-37-like protein (37)									
OG0005643	Vesicle transport protein (37)									
OG0005644	None									
OG0005645	N-acyl-phosphatidylethanolamine-hydrolyzing phospholipase D, putative (19)	N-acyl-phosphatidylethanolamine-hydrolyzing phospholipase D-like protein (15)	N-acetylphosphatidylethanolamine-hydrolyzing phospholipase D  (2)	Flavin-containing monooxygenase  (1)						
OG0005646	None									
OG0005647	Ras suppressor protein 1-like protein (37)									
OG0005648	None									
OG0005649	None									
OG0005650	None									
OG0005651	Chloride channel CLIC-like protein 1 (37)									
OG0005652	mitogen-activated protein kinase  (21)	Mitogen-activated protein kinase  (16)								
OG0005653	Rad1 DNA damage checkpoint protein, putative  (37)									
OG0005654	Chromatin modification-related protein MEAF6 (37)									
OG0005655	BLOC-1-related complex subunit 6 C-terminal helix domain-containing protein (37)									
OG0005656	Lysophosphatidic acid acyltransferase LPAAT, putative (Lysophosphatidic acid acyltransferase LPAAT, putative (Fragment)) (37)									
OG0005657	Calcipressin (37)									
OG0005658	None									
OG0005659	Phosphoglycerate mutase, putative  (36)									
OG0005660	None									
OG0005661	None									
OG0005662	None									
OG0005663	None									
OG0005664	None									
OG0005665	LETM1 domain-containing protein 1-like (37)									
OG0005666	UDP-N-acetylglucosamine transferase subunit ALG14 (27)	Glycosyl transferase family 28 C-terminal domain-containing protein (10)								
OG0005667	None									
OG0005668	Cyclic-AMP-dependent transcription factor atf-6, putative (Cyclic-AMP-dependent transcription factor atf-6, putative (Fragment)) (37)									
OG0005669	Endonuclease  (37)									
OG0005670	Cuedc1p (36)	CUE domain-containing protein 1-like protein (1)								
OG0005671	Major facilitator superfamily domain-containing protein 10-like (36)	MFS transporter (1)								
OG0005672	None									
OG0005673	None									
OG0005674	None									
OG0005675	None									
OG0005676	Glucosamine 6-phosphate N-acetyltransferase  (37)									
OG0005677	Aryl hydrocarbon receptor, putative  (37)									
OG0005678	Serine/threonine-protein kinase ULK3 (Unc-51-like kinase 3) (33)	Protein kinase domain-containing protein (3)	Serine/threonine-protein kinase ULK3  (1)							
OG0005679	Transmembrane and coiled-coil domain-containing protein 4 (37)									
OG0005680	None									
OG0005681	Muscle M-line assembly protein unc-89-like protein (37)									
OG0005682	Fibroblast growth factor receptor substrate 3-like protein (33)	IRS-type PTB domain-containing protein (4)								
OG0005683	None									
OG0005684	Protein FAM60A (37)									
OG0005685	Bardet-Biedl syndrome 5 protein homolog (20)	Bardet-Biedl syndrome 5 (12)	Bardet-Biedl syndrome 5 protein (5)							
OG0005686	Anaphase-promoting complex subunit 5 (Cyclosome subunit 5) (37)									
OG0005687	None									
OG0005688	Mitochondrial GTPase 1 (31)	Mitochondrial GTPase 1-like protein (6)								
OG0005689	Homologous-pairing protein 2 homolog (36)	Homologous-pairing protein 2 winged helix domain-containing protein (1)								
OG0005690	ferroxidase  (37)									
OG0005691	GPI mannosyltransferase 2  (37)									
OG0005692	Chromatin assembly factor 1 subunit B (37)									
OG0005693	None									
OG0005694	None									
OG0005695	None									
OG0005696	None									
OG0005697	Queuine tRNA-ribosyltransferase accessory subunit 2 (Queuine tRNA-ribosyltransferase domain-containing protein 1) (37)									
OG0005698	None									
OG0005699	None									
OG0005700	GTP-binding protein di-Ras2, putative  (31)	GTP-binding protein Di-Ras2-like (6)								
OG0005701	None									
OG0005702	Kaptin (37)									
OG0005703	Laminin G domain-containing protein (37)									
OG0005704	RAS-related protein, putative  (37)									
OG0005705	None									
OG0005706	Mitochondrial import inner membrane translocase subunit TIM22 (37)									
OG0005707	Splicing factor ESS-2 homolog (37)									
OG0005708	None									
OG0005709	Transmembrane protein 9 (36)	TMEM9 family protein (1)								
OG0005710	RanBP2-type domain-containing protein (37)									
OG0005711	None									
OG0005712	None									
OG0005713	None									
OG0005714	Inturned planar cell polarity effector homolog (37)									
OG0005715	None									
OG0005716	None									
OG0005717	Sulfotransferase domain-containing protein (37)									
OG0005718	None									
OG0005719	AIG1-type G domain-containing protein (2)	AAA+ ATPase domain-containing protein (1)	G domain-containing protein (1)							
OG0005720	None									
OG0005721	None									
OG0005722	None									
OG0005723	DNA polymerase epsilon P17 subunit, putative  (36)									
OG0005724	None									
OG0005725	39S ribosomal protein L21-like protein (36)									
OG0005726	Cell division cycle protein 123 homolog (36)									
OG0005727	Large ribosomal subunit protein mL54 (36)									
OG0005728	Sulfhydryl oxidase  (35)									
OG0005729	None									
OG0005730	39S ribosomal protein L35 (20)	Large ribosomal subunit protein bL35m (39S ribosomal protein L35, mitochondrial) (16)								
OG0005731	Peroxin-7 (36)									
OG0005732	None									
OG0005733	None									
OG0005734	None									
OG0005735	None									
OG0005736	Import receptor subunit tom20, putative (32)	Mitochondrial import receptor subunit TOM20 homolog (3)								
OG0005737	BOS complex subunit TMEM147 (Transmembrane protein 147) (36)									
OG0005738	U6 snRNA-associated Sm-like protein LSm3 (36)									
OG0005739	Prefoldin subunit 4 (36)									
OG0005740	None									
OG0005741	Thioredoxin domain-containing protein, putative (31)	Thioredoxin domain-containing protein 15 (5)								
OG0005742	Polymerase nucleotidyl transferase domain-containing protein (35)									
OG0005743	Protein misato1-like (36)									
OG0005744	COMM domain-containing protein (36)									
OG0005745	Mitochondrial import inner membrane translocase subunit Tim16 (34)	Nudix (Nucleoside diphosphate linked moiety X)-type motif 8 (2)								
