cluster	model	profile_type	orthogroup	signif_level	signif_fdr	coefficient	pval	species	locus_tag	Length	egg_Description	KO	KO_definition	deepsig_feature	deepsig_start	deepsig_end	gene	expression
cluster_40	speciation	speciation	OG0000753	Yes	No	0.209151847338273	0.0313655832221375	Amblyomma-americanum	Amblyomma-americanum_evm.model.contig-103888-1.1	332	NA	K22654;K06754;K05695;K16353;K06777	immunoglobulin superfamily DCC subclass member 3;roundabout, axon guidance receptor 2;receptor-type tyrosine-protein phosphatase F [EC:3.1.3.48];protein sidekick;receptor-type tyrosine-protein phosphatase delta [EC:3.1.3.48]	Chain	1	332	evm.contig-103888-1.1	1
cluster_40	speciation	speciation	OG0000753	Yes	No	0.209151847338273	0.0313655832221375	Amblyomma-americanum	Amblyomma-americanum_evm.model.contig-15170-1.1	106	NA	NA	NA	Chain	1	106	evm.contig-15170-1.1	0
cluster_40	speciation	speciation	OG0000753	Yes	No	0.209151847338273	0.0313655832221375	Amblyomma-americanum	Amblyomma-americanum_evm.model.contig-18591-1.1	411	NA	K16910;K05695;K06777;K18034;K05110	receptor-type tyrosine-protein phosphatase Q [EC:3.1.3.48];receptor-type tyrosine-protein phosphatase F [EC:3.1.3.48];receptor-type tyrosine-protein phosphatase delta [EC:3.1.3.48];receptor-type tyrosine-protein phosphatase H [EC:3.1.3.48];Eph receptor B1 [EC:2.7.10.1]	Chain	1	411	evm.contig-18591-1.1	1
cluster_40	speciation	speciation	OG0000753	Yes	No	0.209151847338273	0.0313655832221375	Amblyomma-americanum	Amblyomma-americanum_evm.model.contig-224110-1.1	429	NA	K05695;K16353;K16910;K06777;K18034	receptor-type tyrosine-protein phosphatase F [EC:3.1.3.48];protein sidekick;receptor-type tyrosine-protein phosphatase Q [EC:3.1.3.48];receptor-type tyrosine-protein phosphatase delta [EC:3.1.3.48];receptor-type tyrosine-protein phosphatase H [EC:3.1.3.48]	Signal peptide	1	24	evm.contig-224110-1.1	1
cluster_40	speciation	speciation	OG0000753	Yes	No	0.209151847338273	0.0313655832221375	Amblyomma-americanum	Amblyomma-americanum_evm.model.contig-228860-1.1	141	NA	K06767;K05695	Down syndrome cell adhesion molecule;receptor-type tyrosine-protein phosphatase F [EC:3.1.3.48]	Chain	1	141	evm.contig-228860-1.1	0
cluster_40	speciation	speciation	OG0000753	Yes	No	0.209151847338273	0.0313655832221375	Amblyomma-americanum	Amblyomma-americanum_evm.model.contig-228860-1.2	162	NA	K08617	a disintegrin and metalloproteinase with thrombospondin motifs 1 [EC:3.4.24.-]	Chain	1	162	evm.contig-228860-1.2	1
cluster_40	speciation	speciation	OG0000753	Yes	No	0.209151847338273	0.0313655832221375	Amblyomma-americanum	Amblyomma-americanum_evm.model.contig-229025-1.1	94	NA	NA	NA	Chain	1	94	evm.contig-229025-1.1	1
cluster_40	speciation	speciation	OG0000753	Yes	No	0.209151847338273	0.0313655832221375	Amblyomma-americanum	Amblyomma-americanum_evm.model.contig-229025-1.2	96	NA	NA	NA	Chain	1	96	evm.contig-229025-1.2	1
cluster_40	speciation	speciation	OG0000753	Yes	No	0.209151847338273	0.0313655832221375	Amblyomma-americanum	Amblyomma-americanum_evm.model.contig-229025-1.3	71	NA	NA	NA	Signal peptide	1	19	evm.contig-229025-1.3	1
cluster_40	speciation	speciation	OG0000753	Yes	No	0.209151847338273	0.0313655832221375	Amblyomma-americanum	Amblyomma-americanum_evm.model.contig-241723-1.1	382	NA	K24498;K16353;K05088;K06777;K05695	sortilin-related receptor;protein sidekick;proto-oncogene tyrosine-protein kinase ROS [EC:2.7.10.1];receptor-type tyrosine-protein phosphatase delta [EC:3.1.3.48];receptor-type tyrosine-protein phosphatase F [EC:3.1.3.48]	Signal peptide	1	20	evm.contig-241723-1.1	1
cluster_40	speciation	speciation	OG0000753	Yes	No	0.209151847338273	0.0313655832221375	Amblyomma-americanum	Amblyomma-americanum_evm.model.contig-28919-1.1	126	NA	K05088	proto-oncogene tyrosine-protein kinase ROS [EC:2.7.10.1]	Chain	1	126	evm.contig-28919-1.1	0
cluster_40	speciation	speciation	OG0000753	Yes	No	0.209151847338273	0.0313655832221375	Amblyomma-americanum	Amblyomma-americanum_evm.model.contig-28919-1.2	79	NA	NA	NA	Chain	1	79	evm.contig-28919-1.2	1
cluster_40	speciation	speciation	OG0000753	Yes	No	0.209151847338273	0.0313655832221375	Amblyomma-americanum	Amblyomma-americanum_evm.model.contig-30741-1.1	495	NA	K05695;K16353;K16910;K06777;K19636	receptor-type tyrosine-protein phosphatase F [EC:3.1.3.48];protein sidekick;receptor-type tyrosine-protein phosphatase Q [EC:3.1.3.48];receptor-type tyrosine-protein phosphatase delta [EC:3.1.3.48];usherin	Signal peptide	1	18	evm.contig-30741-1.1	1
cluster_40	speciation	speciation	OG0000753	Yes	No	0.209151847338273	0.0313655832221375	Amblyomma-americanum	Amblyomma-americanum_evm.model.contig-59408-1.1	654	NA	K05695;K18034;K16910;K19636;K06756	receptor-type tyrosine-protein phosphatase F [EC:3.1.3.48];receptor-type tyrosine-protein phosphatase H [EC:3.1.3.48];receptor-type tyrosine-protein phosphatase Q [EC:3.1.3.48];usherin;neuronal cell adhesion molecule	Signal peptide	1	15	evm.contig-59408-1.1	1
cluster_40	speciation	speciation	OG0000385	Yes	No	0.250530401117602	0.00764288763890017	Amblyomma-americanum	Amblyomma-americanum_evm.model.contig-1125-1.5	385	NA	K23221;K06639;K09427	nuclear apoptosis-inducing factor 1;cell division cycle 14 [EC:3.1.3.16 3.1.3.48];Adh transcription factor 1	Chain	1	385	evm.contig-1125-1.5	1
cluster_40	speciation	speciation	OG0000385	Yes	No	0.250530401117602	0.00764288763890017	Amblyomma-americanum	Amblyomma-americanum_evm.model.contig-123536-1.1	173	NA	K23221	nuclear apoptosis-inducing factor 1	Chain	1	173	evm.contig-123536-1.1	1
cluster_40	speciation	speciation	OG0000385	Yes	No	0.250530401117602	0.00764288763890017	Amblyomma-americanum	Amblyomma-americanum_evm.model.contig-12930-1.3	210	NA	NA	NA	Chain	1	210	evm.contig-12930-1.3	1
cluster_40	speciation	speciation	OG0000385	Yes	No	0.250530401117602	0.00764288763890017	Amblyomma-americanum	Amblyomma-americanum_evm.model.contig-152881-1.4	97	NA	NA	NA	Chain	1	97	evm.contig-152881-1.4	1
cluster_40	speciation	speciation	OG0000385	Yes	No	0.250530401117602	0.00764288763890017	Amblyomma-americanum	Amblyomma-americanum_evm.model.contig-162501-1.1	188	Myb/SANT-like DNA-binding domain	K23221;K07057	nuclear apoptosis-inducing factor 1;N4-bis(aminopropyl)spermidine synthase [EC:2.5.1.128]	Chain	1	188	evm.contig-162501-1.1	1
cluster_40	speciation	speciation	OG0000385	Yes	No	0.250530401117602	0.00764288763890017	Amblyomma-americanum	Amblyomma-americanum_evm.model.contig-163972-1.1	159	NA	K23221	nuclear apoptosis-inducing factor 1	Chain	1	159	evm.contig-163972-1.1	0
cluster_40	speciation	speciation	OG0000385	Yes	No	0.250530401117602	0.00764288763890017	Amblyomma-americanum	Amblyomma-americanum_evm.model.contig-170940-1.1	150	NA	NA	NA	Chain	1	150	evm.contig-170940-1.1	1
cluster_40	speciation	speciation	OG0000385	Yes	No	0.250530401117602	0.00764288763890017	Amblyomma-americanum	Amblyomma-americanum_evm.model.contig-177466-1.1	254	NA	K23221;K23203;K16307;K19687	nuclear apoptosis-inducing factor 1;THAP domain-containing protein 1/3;serine/threonine-protein kinase MRCK [EC:2.7.11.1];antitoxin VapB	Chain	1	254	evm.contig-177466-1.1	0
cluster_40	speciation	speciation	OG0000385	Yes	No	0.250530401117602	0.00764288763890017	Amblyomma-americanum	Amblyomma-americanum_evm.model.contig-18387-1.1	329	Immunoglobulin domain	K24496;K17341;K06756;K25874;K20245	nephron;hemicentin;neuronal cell adhesion molecule;Kirrel/Neph family protein;brother of ihog	Chain	1	329	evm.contig-18387-1.1	1
cluster_40	speciation	speciation	OG0000385	Yes	No	0.250530401117602	0.00764288763890017	Amblyomma-americanum	Amblyomma-americanum_evm.model.contig-19775-1.3	155	NA	K23221	nuclear apoptosis-inducing factor 1	Chain	1	155	evm.contig-19775-1.3	0
cluster_40	speciation	speciation	OG0000385	Yes	No	0.250530401117602	0.00764288763890017	Amblyomma-americanum	Amblyomma-americanum_evm.model.contig-21817-1.2	143	NA	K23221;K25464	nuclear apoptosis-inducing factor 1;secretoglobin family 1A (uteroglobin)	Chain	1	143	evm.contig-21817-1.2	0
cluster_40	speciation	speciation	OG0000385	Yes	No	0.250530401117602	0.00764288763890017	Amblyomma-americanum	Amblyomma-americanum_evm.model.contig-223984-1.2	126	NA	NA	NA	Chain	1	126	evm.contig-223984-1.2	0
cluster_40	speciation	speciation	OG0000385	Yes	No	0.250530401117602	0.00764288763890017	Amblyomma-americanum	Amblyomma-americanum_evm.model.contig-225454-1.2	135	NA	NA	NA	Chain	1	135	evm.contig-225454-1.2	1
cluster_40	speciation	speciation	OG0000385	Yes	No	0.250530401117602	0.00764288763890017	Amblyomma-americanum	Amblyomma-americanum_evm.model.contig-22726-1.1	251	NA	K12038	tripartite motif family-like protein 1	Chain	1	251	evm.contig-22726-1.1	1
cluster_40	speciation	speciation	OG0000385	Yes	No	0.250530401117602	0.00764288763890017	Amblyomma-americanum	Amblyomma-americanum_evm.model.contig-22785-1.2	122	NA	K23221;K25464	nuclear apoptosis-inducing factor 1;secretoglobin family 1A (uteroglobin)	Chain	1	122	evm.contig-22785-1.2	1
cluster_40	speciation	speciation	OG0000385	Yes	No	0.250530401117602	0.00764288763890017	Amblyomma-americanum	Amblyomma-americanum_evm.model.contig-22785-1.4	107	NA	K23221	nuclear apoptosis-inducing factor 1	Chain	1	107	evm.contig-22785-1.4	0
cluster_40	speciation	speciation	OG0000385	Yes	No	0.250530401117602	0.00764288763890017	Amblyomma-americanum	Amblyomma-americanum_evm.model.contig-242871-1.1	227	NA	K23221	nuclear apoptosis-inducing factor 1	Chain	1	227	evm.contig-242871-1.1	0
cluster_40	speciation	speciation	OG0000385	Yes	No	0.250530401117602	0.00764288763890017	Amblyomma-americanum	Amblyomma-americanum_evm.model.contig-245188-1.1	140	NA	K18208	renalase [EC:1.6.3.5]	Chain	1	140	evm.contig-245188-1.1	1
cluster_40	speciation	speciation	OG0000385	Yes	No	0.250530401117602	0.00764288763890017	Amblyomma-americanum	Amblyomma-americanum_evm.model.contig-256165-1.3	325	NA	K23221	nuclear apoptosis-inducing factor 1	Chain	1	325	evm.contig-256165-1.3	1
cluster_40	speciation	speciation	OG0000385	Yes	No	0.250530401117602	0.00764288763890017	Amblyomma-americanum	Amblyomma-americanum_evm.model.contig-27636-1.2	166	identical protein binding	K23221	nuclear apoptosis-inducing factor 1	Chain	1	166	evm.contig-27636-1.2	1
cluster_40	speciation	speciation	OG0000385	Yes	No	0.250530401117602	0.00764288763890017	Amblyomma-americanum	Amblyomma-americanum_evm.model.contig-59116-1.1	150	NA	NA	NA	Chain	1	150	evm.contig-59116-1.1	0
cluster_40	speciation	speciation	OG0000385	Yes	No	0.250530401117602	0.00764288763890017	Amblyomma-americanum	Amblyomma-americanum_evm.model.contig-60040-1.1	97	NA	NA	NA	Chain	1	97	evm.contig-60040-1.1	0
cluster_40	speciation	speciation	OG0000385	Yes	No	0.250530401117602	0.00764288763890017	Amblyomma-americanum	Amblyomma-americanum_evm.model.contig-6227-1.1	172	NA	K23087;K03909;K23620;K23621;K23640	tissue factor pathway inhibitor 2;tissue factor pathway inhibitor;protein AMBP;WAP, Kazal, immunoglobulin, Kunitz and NTR domain-containing protein;WAP four-disulfide core domain protein 6	Chain	1	172	evm.contig-6227-1.1	0
cluster_40	speciation	speciation	OG0000385	Yes	No	0.250530401117602	0.00764288763890017	Amblyomma-americanum	Amblyomma-americanum_evm.model.contig-73861-1.1	352	Myb SANT-like DNA-binding domain containing 3	K23221;K06083	nuclear apoptosis-inducing factor 1;WAS protein family, member 3	Chain	1	352	evm.contig-73861-1.1	1
cluster_40	speciation	speciation	OG0002628	Yes	No	0.321799461041181	0.0357591434792183	Amblyomma-americanum	Amblyomma-americanum_evm.model.contig-20507-1.1	74	NA	NA	NA	Chain	1	74	evm.contig-20507-1.1	0
cluster_40	speciation	speciation	OG0002628	Yes	No	0.321799461041181	0.0357591434792183	Amblyomma-americanum	Amblyomma-americanum_evm.model.contig-226124-1.1	402	Fibronectin 1a	K16910;K24498;K05695;K05698;K06777	receptor-type tyrosine-protein phosphatase Q [EC:3.1.3.48];sortilin-related receptor;receptor-type tyrosine-protein phosphatase F [EC:3.1.3.48];receptor-type tyrosine-protein phosphatase eta [EC:3.1.3.48];receptor-type tyrosine-protein phosphatase delta [EC:3.1.3.48]	Chain	1	402	evm.contig-226124-1.1	1
cluster_40	speciation	speciation	OG0002628	Yes	No	0.321799461041181	0.0357591434792183	Amblyomma-americanum	Amblyomma-americanum_evm.model.contig-231504-1.1	211	NA	K16910;K05698;K18034;K06756;K05694	receptor-type tyrosine-protein phosphatase Q [EC:3.1.3.48];receptor-type tyrosine-protein phosphatase eta [EC:3.1.3.48];receptor-type tyrosine-protein phosphatase H [EC:3.1.3.48];neuronal cell adhesion molecule;receptor-type tyrosine-protein phosphatase beta [EC:3.1.3.48]	Chain	1	211	evm.contig-231504-1.1	1
cluster_40	speciation	speciation	OG0002628	Yes	No	0.321799461041181	0.0357591434792183	Amblyomma-americanum	Amblyomma-americanum_evm.model.contig-23159-1.1	625	NA	K05695;K16910;K06777;K16353;K19599	receptor-type tyrosine-protein phosphatase F [EC:3.1.3.48];receptor-type tyrosine-protein phosphatase Q [EC:3.1.3.48];receptor-type tyrosine-protein phosphatase delta [EC:3.1.3.48];protein sidekick;cytokine receptor domeless	Chain	1	625	evm.contig-23159-1.1	1
cluster_40	speciation	speciation	OG0002628	Yes	No	0.321799461041181	0.0357591434792183	Amblyomma-americanum	Amblyomma-americanum_evm.model.contig-23159-1.2	191	NA	K25992	Poxviridae mRNA-capping enzyme regulatory subunit	Chain	1	191	evm.contig-23159-1.2	1
cluster_40	speciation	speciation	OG0002628	Yes	No	0.321799461041181	0.0357591434792183	Amblyomma-americanum	Amblyomma-americanum_evm.model.contig-30976-1.1	251	NA	K16910;K19599;K05695;K06777;K24498	receptor-type tyrosine-protein phosphatase Q [EC:3.1.3.48];cytokine receptor domeless;receptor-type tyrosine-protein phosphatase F [EC:3.1.3.48];receptor-type tyrosine-protein phosphatase delta [EC:3.1.3.48];sortilin-related receptor	Chain	1	251	evm.contig-30976-1.1	1
cluster_40	speciation	speciation	OG0002628	Yes	No	0.321799461041181	0.0357591434792183	Amblyomma-americanum	Amblyomma-americanum_evm.model.contig-30976-1.2	278	NA	K16910;K05695;K16353;K22657;K24496	receptor-type tyrosine-protein phosphatase Q [EC:3.1.3.48];receptor-type tyrosine-protein phosphatase F [EC:3.1.3.48];protein sidekick;immunoglobulin superfamily DCC subclass member 4;nephron	Chain	1	278	evm.contig-30976-1.2	1
cluster_40	speciation	speciation	OG0002628	Yes	No	0.321799461041181	0.0357591434792183	Amblyomma-americanum	Amblyomma-americanum_evm.model.contig-39516-1.1	283	NA	K05698;K05694;K06252;K16910;K18034	receptor-type tyrosine-protein phosphatase eta [EC:3.1.3.48];receptor-type tyrosine-protein phosphatase beta [EC:3.1.3.48];tenascin;receptor-type tyrosine-protein phosphatase Q [EC:3.1.3.48];receptor-type tyrosine-protein phosphatase H [EC:3.1.3.48]	Chain	1	283	evm.contig-39516-1.1	1
cluster_40	speciation	speciation	OG0002628	Yes	No	0.321799461041181	0.0357591434792183	Amblyomma-americanum	Amblyomma-americanum_evm.model.contig-43650-1.1	515	NA	K05694;K16910;K06252;K18034;K05698	receptor-type tyrosine-protein phosphatase beta [EC:3.1.3.48];receptor-type tyrosine-protein phosphatase Q [EC:3.1.3.48];tenascin;receptor-type tyrosine-protein phosphatase H [EC:3.1.3.48];receptor-type tyrosine-protein phosphatase eta [EC:3.1.3.48]	Chain	1	515	evm.contig-43650-1.1	1
cluster_40	speciation	speciation	OG0002628	Yes	No	0.321799461041181	0.0357591434792183	Amblyomma-americanum	Amblyomma-americanum_evm.model.contig-84282-1.1	390	NA	K16910;K18034;K05695;K06756;K05694	receptor-type tyrosine-protein phosphatase Q [EC:3.1.3.48];receptor-type tyrosine-protein phosphatase H [EC:3.1.3.48];receptor-type tyrosine-protein phosphatase F [EC:3.1.3.48];neuronal cell adhesion molecule;receptor-type tyrosine-protein phosphatase beta [EC:3.1.3.48]	Chain	1	390	evm.contig-84282-1.1	1
cluster_40	speciation	speciation	OG0002628	Yes	No	0.321799461041181	0.0357591434792183	Amblyomma-americanum	Amblyomma-americanum_evm.model.contig-88667-1.1	208	NA	K16910;K05698;K05694;K05695;K06252	receptor-type tyrosine-protein phosphatase Q [EC:3.1.3.48];receptor-type tyrosine-protein phosphatase eta [EC:3.1.3.48];receptor-type tyrosine-protein phosphatase beta [EC:3.1.3.48];receptor-type tyrosine-protein phosphatase F [EC:3.1.3.48];tenascin	Chain	1	208	evm.contig-88667-1.1	1
cluster_40	speciation	speciation	OG0002628	Yes	No	0.321799461041181	0.0357591434792183	Amblyomma-americanum	Amblyomma-americanum_evm.model.contig-95928-1.1	252	NA	K16910;K05694;K18034;K06252;K05698	receptor-type tyrosine-protein phosphatase Q [EC:3.1.3.48];receptor-type tyrosine-protein phosphatase beta [EC:3.1.3.48];receptor-type tyrosine-protein phosphatase H [EC:3.1.3.48];tenascin;receptor-type tyrosine-protein phosphatase eta [EC:3.1.3.48]	Chain	1	252	evm.contig-95928-1.1	1
cluster_40	speciation	speciation	OG0001774	Yes	No	1.05891410090148	0.0312788277522926	Amblyomma-americanum	Amblyomma-americanum_evm.model.contig-112195-1.1	64	NA	NA	NA	Chain	1	64	evm.contig-112195-1.1	1
cluster_40	speciation	speciation	OG0001774	Yes	No	1.05891410090148	0.0312788277522926	Amblyomma-americanum	Amblyomma-americanum_evm.model.contig-144297-1.1	89	NA	K20670;K20668	drosomycin;defensin	Chain	1	89	evm.contig-144297-1.1	1
cluster_40	speciation	speciation	OG0001774	Yes	No	1.05891410090148	0.0312788277522926	Amblyomma-americanum	Amblyomma-americanum_evm.model.contig-144297-1.2	104	Arthropod defensin	K20668;K20670;K13914	defensin;drosomycin;statherin	Chain	1	104	evm.contig-144297-1.2	1
cluster_40	speciation	speciation	OG0001774	Yes	No	1.05891410090148	0.0312788277522926	Amblyomma-americanum	Amblyomma-americanum_evm.model.contig-144298-1.1	74	NA	K20670;K25606;K20668	drosomycin;defensin, beta;defensin	Signal peptide	1	22	evm.contig-144298-1.1	1
cluster_40	speciation	speciation	OG0001774	Yes	No	1.05891410090148	0.0312788277522926	Amblyomma-americanum	Amblyomma-americanum_evm.model.contig-149960-1.1	119	NA	K20668;K25466;K21100	defensin;secretoglobin family 1D;beta-defensin 4	Chain	1	119	evm.contig-149960-1.1	1
cluster_40	speciation	speciation	OG0008888	Yes	No	1.69892816977934	0.02653231183926	Amblyomma-americanum	Amblyomma-americanum_evm.model.contig-49261-1.1	115	NA	NA	NA	Chain	1	115	evm.contig-49261-1.1	0
cluster_40	speciation	speciation	OG0007774	Yes	No	1.82743981640416	0.0271445131004678	Amblyomma-americanum	Amblyomma-americanum_evm.model.contig-20267-1.2	747	NA	NA	NA	Chain	1	747	evm.contig-20267-1.2	1
cluster_40	speciation	speciation	OG0011284	Yes	No	2.24531096487612	0.0435508060809166	Amblyomma-americanum	Amblyomma-americanum_evm.model.contig-142600-1.1	96	NA	NA	NA	Chain	1	96	evm.contig-142600-1.1	1
cluster_40	speciation	speciation	OG0009361	Yes & Top 5% Coef.	No	2.44013508842485	0.0262550982014735	Amblyomma-americanum	Amblyomma-americanum_evm.model.contig-172195-1.8	564	synthetase	K01904;K10526;K00666;K25775;K01897	4-coumarate--CoA ligase [EC:6.2.1.12];OPC-8:0 CoA ligase 1 [EC:6.2.1.-];fatty-acyl-CoA synthase [EC:6.2.1.-];steroid-24-oyl-CoA synthetase [EC:6.2.1.-];long-chain acyl-CoA synthetase [EC:6.2.1.3]	Chain	1	564	evm.contig-172195-1.8	1
cluster_40	speciation	speciation	OG0009361	Yes & Top 5% Coef.	No	2.44013508842485	0.0262550982014735	Amblyomma-americanum	Amblyomma-americanum_evm.model.contig-186904-1.2	535	Activates fatty acids by binding to coenzyme A	K01904;K00666;K10526;K25775;K01897	4-coumarate--CoA ligase [EC:6.2.1.12];fatty-acyl-CoA synthase [EC:6.2.1.-];OPC-8:0 CoA ligase 1 [EC:6.2.1.-];steroid-24-oyl-CoA synthetase [EC:6.2.1.-];long-chain acyl-CoA synthetase [EC:6.2.1.3]	Chain	1	535	evm.contig-186904-1.2	1
cluster_46	speciation	speciation	OG0000258	Yes	No	0.161811579494496	0.00791400603178753	Amblyomma-americanum	Amblyomma-americanum_evm.model.contig-106626-1.2	362	Sulfotransferase	K01016;K01015;K01025;K16949;K11822	estrone sulfotransferase [EC:2.8.2.4];alcohol sulfotransferase [EC:2.8.2.2];sulfotransferase [EC:2.8.2.-];amine sulfotransferase [EC:2.8.2.3];bile-salt sulfotransferase [EC:2.8.2.14]	Chain	1	362	evm.contig-106626-1.2	1
cluster_46	speciation	speciation	OG0000258	Yes	No	0.161811579494496	0.00791400603178753	Amblyomma-americanum	Amblyomma-americanum_evm.model.contig-106626-1.3	214	Ricin-type beta-trefoil	K01016;K01015;K01025;K11822;K16949	estrone sulfotransferase [EC:2.8.2.4];alcohol sulfotransferase [EC:2.8.2.2];sulfotransferase [EC:2.8.2.-];bile-salt sulfotransferase [EC:2.8.2.14];amine sulfotransferase [EC:2.8.2.3]	Chain	1	214	evm.contig-106626-1.3	0
cluster_46	speciation	speciation	OG0000258	Yes	No	0.161811579494496	0.00791400603178753	Amblyomma-americanum	Amblyomma-americanum_evm.model.contig-107002-1.1	1456	negative regulation of mRNA polyadenylation	K23038;K01016;K01015;K01025;K16949	zinc finger CCCH domain-containing protein 14;estrone sulfotransferase [EC:2.8.2.4];alcohol sulfotransferase [EC:2.8.2.2];sulfotransferase [EC:2.8.2.-];amine sulfotransferase [EC:2.8.2.3]	Chain	1	1456	evm.contig-107002-1.1	1
cluster_46	speciation	speciation	OG0000258	Yes	No	0.161811579494496	0.00791400603178753	Amblyomma-americanum	Amblyomma-americanum_evm.model.contig-13245-1.1	325	Sulfotransferase domain	K01025;K01016;K01015;K01014;K16949	sulfotransferase [EC:2.8.2.-];estrone sulfotransferase [EC:2.8.2.4];alcohol sulfotransferase [EC:2.8.2.2];aryl sulfotransferase [EC:2.8.2.1];amine sulfotransferase [EC:2.8.2.3]	Chain	1	325	evm.contig-13245-1.1	1
cluster_46	speciation	speciation	OG0000258	Yes	No	0.161811579494496	0.00791400603178753	Amblyomma-americanum	Amblyomma-americanum_evm.model.contig-13798-1.1	317	Belongs to the sulfotransferase 1 family	K01016;K01025;K01015;K01014;K16949	estrone sulfotransferase [EC:2.8.2.4];sulfotransferase [EC:2.8.2.-];alcohol sulfotransferase [EC:2.8.2.2];aryl sulfotransferase [EC:2.8.2.1];amine sulfotransferase [EC:2.8.2.3]	Chain	1	317	evm.contig-13798-1.1	0
cluster_46	speciation	speciation	OG0000258	Yes	No	0.161811579494496	0.00791400603178753	Amblyomma-americanum	Amblyomma-americanum_evm.model.contig-13798-1.2	166	Ricin-type beta-trefoil	K01016;K01015;K01025;K11822;K16949	estrone sulfotransferase [EC:2.8.2.4];alcohol sulfotransferase [EC:2.8.2.2];sulfotransferase [EC:2.8.2.-];bile-salt sulfotransferase [EC:2.8.2.14];amine sulfotransferase [EC:2.8.2.3]	Chain	1	166	evm.contig-13798-1.2	0
cluster_46	speciation	speciation	OG0000258	Yes	No	0.161811579494496	0.00791400603178753	Amblyomma-americanum	Amblyomma-americanum_evm.model.contig-152602-1.2	319	NA	K01016;K01025;K01014;K01015;K11822	estrone sulfotransferase [EC:2.8.2.4];sulfotransferase [EC:2.8.2.-];aryl sulfotransferase [EC:2.8.2.1];alcohol sulfotransferase [EC:2.8.2.2];bile-salt sulfotransferase [EC:2.8.2.14]	Chain	1	319	evm.contig-152602-1.2	1
cluster_46	speciation	speciation	OG0000258	Yes	No	0.161811579494496	0.00791400603178753	Amblyomma-americanum	Amblyomma-americanum_evm.model.contig-152937-1.2	319	NA	K01016;K01014;K01025;K01015;K11822	estrone sulfotransferase [EC:2.8.2.4];aryl sulfotransferase [EC:2.8.2.1];sulfotransferase [EC:2.8.2.-];alcohol sulfotransferase [EC:2.8.2.2];bile-salt sulfotransferase [EC:2.8.2.14]	Chain	1	319	evm.contig-152937-1.2	1
cluster_46	speciation	speciation	OG0000258	Yes	No	0.161811579494496	0.00791400603178753	Amblyomma-americanum	Amblyomma-americanum_evm.model.contig-175590-1.1	319	amine sulfotransferase activity	K01015;K01016;K16949;K01025;K11822	alcohol sulfotransferase [EC:2.8.2.2];estrone sulfotransferase [EC:2.8.2.4];amine sulfotransferase [EC:2.8.2.3];sulfotransferase [EC:2.8.2.-];bile-salt sulfotransferase [EC:2.8.2.14]	Chain	1	319	evm.contig-175590-1.1	0
cluster_46	speciation	speciation	OG0000258	Yes	No	0.161811579494496	0.00791400603178753	Amblyomma-americanum	Amblyomma-americanum_evm.model.contig-20389-1.2	319	Sulfotransferase domain	K01016;K01025;K01015;K01014;K16949	estrone sulfotransferase [EC:2.8.2.4];sulfotransferase [EC:2.8.2.-];alcohol sulfotransferase [EC:2.8.2.2];aryl sulfotransferase [EC:2.8.2.1];amine sulfotransferase [EC:2.8.2.3]	Chain	1	319	evm.contig-20389-1.2	0
cluster_46	speciation	speciation	OG0000258	Yes	No	0.161811579494496	0.00791400603178753	Amblyomma-americanum	Amblyomma-americanum_evm.model.contig-213603-1.3	318	Sulfotransferase domain	K01016;K01015;K16949;K01025;K01014	estrone sulfotransferase [EC:2.8.2.4];alcohol sulfotransferase [EC:2.8.2.2];amine sulfotransferase [EC:2.8.2.3];sulfotransferase [EC:2.8.2.-];aryl sulfotransferase [EC:2.8.2.1]	Chain	1	318	evm.contig-213603-1.3	1
cluster_46	speciation	speciation	OG0000258	Yes	No	0.161811579494496	0.00791400603178753	Amblyomma-americanum	Amblyomma-americanum_evm.model.contig-224459-1.2	317	Belongs to the sulfotransferase 1 family	K01016;K01025;K01014;K01015;K16949	estrone sulfotransferase [EC:2.8.2.4];sulfotransferase [EC:2.8.2.-];aryl sulfotransferase [EC:2.8.2.1];alcohol sulfotransferase [EC:2.8.2.2];amine sulfotransferase [EC:2.8.2.3]	Chain	1	317	evm.contig-224459-1.2	1
cluster_46	speciation	speciation	OG0000258	Yes	No	0.161811579494496	0.00791400603178753	Amblyomma-americanum	Amblyomma-americanum_evm.model.contig-23339-1.2	215	Sulfotransferase domain	K01016;K01014;K01025;K01015;K11822	estrone sulfotransferase [EC:2.8.2.4];aryl sulfotransferase [EC:2.8.2.1];sulfotransferase [EC:2.8.2.-];alcohol sulfotransferase [EC:2.8.2.2];bile-salt sulfotransferase [EC:2.8.2.14]	Chain	1	215	evm.contig-23339-1.2	1
cluster_46	speciation	speciation	OG0000258	Yes	No	0.161811579494496	0.00791400603178753	Amblyomma-americanum	Amblyomma-americanum_evm.model.contig-24167-1.1	316	Bile salt sulfotransferase-like	K01025;K01016;K01014;K16949;K01015	sulfotransferase [EC:2.8.2.-];estrone sulfotransferase [EC:2.8.2.4];aryl sulfotransferase [EC:2.8.2.1];amine sulfotransferase [EC:2.8.2.3];alcohol sulfotransferase [EC:2.8.2.2]	Chain	1	316	evm.contig-24167-1.1	1
