X1,X2,leiden_cluster_id,walktrap6_cluster_id,infomap_cluster_id,walktrap4_cluster_id,walktrap2_cluster_id,protein_name,best_gos,second_best_gos
OG0004147,-6.53638344480871,1.05707835552375,60,114,380,43,49,None,None,NA
OG0004148,6.49380797670008,0.0146593987671593,34,94,464,395,789,Zinc finger protein-like 1 homolog,GO:0005794; GO:0008270; GO:0016020 (25),GO:0008270; GO:0016020 (18)
OG0004149,-0.092531377814997,9.38742446300666,59,82,473,179,141,40S ribosomal protein S14,GO:0003735; GO:0005840; GO:0006412; GO:1990904 (43),NA
OG0004150,7.46483153627039,3.81916427013557,64,6,299,528,634,Secretory carrier-associated membrane protein (Secretory carrier membrane protein),GO:0015031; GO:0032588; GO:0055038 (24),GO:0015031; GO:0016020 (19)
OG0004151,3.17056292817713,-4.22922492626031,68,186,336,328,723,Transport and Golgi organization protein 1 homolog,GO:0005789; GO:0006888; GO:0009306; GO:0035459; GO:0070971 (43),NA
OG0004152,3.57181472108484,1.97618102428596,14,7,229,107,686,Chitinase domain-containing protein 1-like,GO:0005975; GO:0008061 (43),NA
OG0004153,6.23970813081385,3.9022002160279,65,301,540,539,395,Complexin, putative,GO:0000149; GO:0016079; GO:0019905; GO:0031201; GO:0043195; GO:0046928 (24),GO:0006836; GO:0006887; GO:0019905; GO:0110165 (19)
OG0004154,3.72028798387171,-3.86470479371865,61,18,328,366,1,tRNA (guanine(26)-N(2))-dimethyltransferase,GO:0000049; GO:0004809 (43),NA
OG0004155,2.3215071611178,5.05940341350715,16,203,413,293,26,Golgi apparatus membrane protein TVP23 homolog,GO:0009306; GO:0016020; GO:0016192 (33),GO:0016020 (10)
OG0004156,1.24639505670191,1.11348246929328,37,97,175,191,227,None,None,NA
OG0004157,-4.95011645033239,-17.1305637419494,25,138,42,25,344,Dynactin subunit 4,GO:0005815; GO:0005869; GO:0005938; GO:0030017 (42),GO:0005815; GO:0005869; GO:0005938; GO:0008270; GO:0030017 (1)
OG0004158,10.2623035363925,1.00146006939094,50,76,401,480,627,Proteasome subunit alpha type,GO:0005634; GO:0005737; GO:0006511; GO:0016787; GO:0019773 (27),GO:0005634; GO:0005737; GO:0006511; GO:0019773 (16)
OG0004160,8.21345347688318,-1.33677638175805,14,305,490,478,552,COP9 signalosome complex subunit 5-like protein,GO:0008180; GO:0008237 (43),NA
OG0004161,-0.487910086654413,1.32397841808479,57,7,212,34,414,Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex,GO:0005737; GO:0005739; GO:0016407; GO:0031405 (24),GO:0016746 (19)
OG0004162,-0.585945064567316,-0.321274048116996,28,90,178,146,466,Pleiotrophin/Midkine C-terminal domain-containing protein,GO:0005576; GO:0008083; GO:0008201; GO:0048332 (34),GO:0008083 (8)
OG0004163,-0.701030070327509,1.38487672207038,57,110,212,34,714,ATP-binding cassette sub- E member 1,GO:0003676; GO:0004523; GO:0005524 (43),NA
OG0004164,3.40848321244837,5.17016219494026,16,7,205,158,108,Nicotinate-nucleotide pyrophosphorylase [carboxylating],GO:0004514; GO:0009435 (43),NA
OG0004165,-5.2741149015653,-2.90385598543008,10,98,74,230,3193,Malate dehydrogenase-like protein,GO:0016491 (43),NA
OG0004166,8.32344168946863,-1.17877472045739,14,134,318,29,65,phosphoserine transaminase,GO:0004648; GO:0006564 (27),GO:0004648; GO:0005737; GO:0006564; GO:0030170 (16)
OG0004167,0.777312939621221,0.106927627298043,45,34,367,30,863,None,GO:0004623; GO:0006644; GO:0016042; GO:0050482 (43),NA
OG0004168,-4.1776691026914,-6.44911504390557,4,39,57,47,767,KASH domain-containing protein,GO:0005635; GO:0016020 (40),NA
OG0004169,2.79678601548792,5.2489871918885,16,228,527,158,17,RNA polymerase II-associated factor 1 homolog,GO:0000993; GO:0003682; GO:0006368; GO:0016570; GO:0016593 (32),GO:0006368; GO:0016570; GO:0016593 (9)
OG0004170,5.03214473054529,6.20767115947883,67,66,374,433,411,Pre-mRNA 3'-end-processing factor FIP1 (FIP1-like 1 protein),GO:0005847 (32),GO:0005634 (11)
OG0004171,-0.0655483551251776,9.42125701305549,59,82,473,179,141,Transcription factor BTF3,None,NA
OG0004172,-6.38571053221105,-7.00840068462212,13,67,148,192,346,Transmembrane protein 47-like protein,GO:0016020 (43),NA
OG0004173,7.6997186593783,3.79342507717292,64,6,399,116,902,None,None,NA
OG0004174,-12.5125167913663,-4.62021101119836,20,16,115,301,63,RING-type domain-containing protein,GO:0008270; GO:0016020 (43),NA
OG0004175,-6.41508751585363,1.22290801403205,50,76,376,58,384,GRAM domain-containing protein,GO:0004497; GO:0005506; GO:0016020; GO:0016705; GO:0020037 (42),NA
OG0004176,-4.15521746351599,-3.45872831943352,4,230,58,145,206,Acetyl-CoA hydrolase,GO:0003986; GO:0006083; GO:0008775 (41),GO:0006083; GO:0008775 (2)
OG0004177,4.46837109849573,-0.888458496359184,51,143,134,208,587,39S ribosomal protein L38,GO:0005840 (43),NA
OG0004178,-0.826731736205805,-4.15724880101998,7,3,12,155,196,IMP-GMP specific 5'-nucleotidase, putative,GO:0008253; GO:0046872; GO:0106411 (25),GO:0016787; GO:0046872 (18)
OG0004179,3.74397343919397,5.17909049389045,16,7,426,75,30,P53 regulated pa26 nuclear protein sestrin, putative (Fragment) (Fragment) (p53 regulated pa26 nuclear protein sestrin, putative),GO:0005634; GO:0005737; GO:0016239; GO:0016684; GO:0070728; GO:0071233; GO:1901031; GO:1904262; GO:1990253 (27),GO:0005634; GO:0005737; GO:1901031; GO:1904262 (10)
OG0004180,8.07273501680018,-1.06728530528863,14,134,318,29,857,WD-repeat protein, putative (WD-repeat protein, putative (Fragment)),GO:0000422; GO:0005829; GO:0006497; GO:0019898; GO:0032266; GO:0034045; GO:0034497; GO:0044804; GO:0080025 (43),NA
OG0004181,4.4496662072909,10.2484779298035,77,23,534,6,37,Calcium-binding protein p22-like,GO:0005509 (43),NA
OG0004182,8.32949561402918,-0.696733242300346,14,317,313,514,340,UBC core domain-containing protein,None,NA
OG0004183,-4.85587173178076,-13.8367786467345,36,71,128,126,193,Tetratricopeptide repeat protein 36-like protein,None,NA
OG0004184,1.01602048204065,5.75183486339729,45,34,367,30,863,Zinc finger protein, putative,GO:0003924; GO:0004767; GO:0005525; GO:0005886; GO:0010008; GO:0032456 (32),GO:0003924; GO:0005525 (11)
OG0004185,2.65058917329432,3.71526812908332,54,4,185,109,69,None,None,NA
OG0004186,3.33649987504603,4.91866587993781,16,192,423,180,17,sulfiredoxin,GO:0005524; GO:0005737; GO:0032542; GO:0034599 (33),GO:0005524; GO:0032542 (10)
OG0004187,6.64335459993006,1.86902999279182,70,7,486,75,181,Ubiquitin carboxyl-terminal hydrolase,GO:0004843; GO:0006511; GO:0008270; GO:0016579 (43),NA
OG0004188,-5.8698990888822,-5.22921157481988,1,170,49,1086,3194,UBC core domain-containing protein,None,NA
OG0004189,-5.48718743994116,-3.1832603890719,10,102,74,410,645,Galactose-1-phosphate uridylyltransferase,GO:0008108; GO:0008270; GO:0033499 (43),NA
OG0004190,-0.295948440574396,8.86021232006233,59,130,330,387,118,Large ribosomal subunit protein eL34 (60S ribosomal protein L34),GO:0003735; GO:0006412; GO:0016020; GO:0022625 (28),GO:0003735; GO:0005840; GO:0006412; GO:1990904 (15)
OG0004191,-3.58087926580786,3.31371402141731,53,277,384,334,630,Protein Dr1 (Down-regulator of transcription 1) (Negative cofactor 2-beta),GO:0000122; GO:0016251; GO:0016779; GO:0017025; GO:0017054; GO:0046982; GO:0051123 (25),GO:0000122; GO:0017054; GO:0046982; GO:0140223 (18)
OG0004192,6.14497012422205,0.601326698037789,34,94,69,75,360,Replication factor C, subunit RFC2, putative,GO:0003677; GO:0005524; GO:0005634; GO:0005663; GO:0006261; GO:0006281; GO:0016887 (26),GO:0003677; GO:0005524; GO:0006260; GO:0016887 (11)
OG0004193,-0.291432196639765,8.7664203583924,59,130,330,387,118,Ribosomal protein L2, putative,GO:0003723; GO:0003735; GO:0005762; GO:0032543 (32),GO:0003735; GO:0005840; GO:0006412; GO:1990904 (9)
OG0004194,3.77740973756434,-4.26783884170373,61,18,328,163,27,Ribosome maturation protein SBDS,GO:0042256 (42),GO:0042254 (1)
OG0004195,8.2600156717074,-1.0441994726928,14,134,318,29,65,NEDD8-activating enzyme E1 catalytic subunit,GO:0005524; GO:0005634; GO:0005737; GO:0019781; GO:0045116 (25),GO:0005524; GO:0019781; GO:0045116 (18)
OG0004196,6.48246306703211,0.259761089059518,34,94,541,75,36,Replication factor C, subunit RFC2, putative,GO:0003677; GO:0003887; GO:0005524; GO:0005634; GO:0005663; GO:0006261; GO:0006281 (32),GO:0003677; GO:0005524; GO:0006260; GO:0016887 (11)
OG0004197,7.9480096750033,-0.791413551596,14,134,294,29,603,Large ribosomal subunit protein uL16m (39S ribosomal protein L16, mitochondrial),GO:0003735; GO:0005762; GO:0019843; GO:0032543 (26),GO:0003735; GO:0005840; GO:0006412; GO:0019843; GO:1990904 (17)
OG0004198,-0.0732545204388984,1.57502507564704,57,7,263,468,124,None,None,NA
OG0004199,2.55882090852381,3.51371764537971,54,4,386,109,481,DNA/RNA-binding protein Kin17 WH-like domain-containing protein,GO:0003690; GO:0005634; GO:0006260; GO:0006974 (43),NA
OG0004200,-8.24397164060949,-2.89130902889092,52,123,153,190,600,None,None,NA
OG0004201,7.46253413484217,4.16364573833625,64,6,472,75,57,Hexosyltransferase,GO:0030206; GO:0032580; GO:0047238 (18),GO:0008376; GO:0032580 (18)
OG0004202,-3.37879138662695,3.53779219982307,53,248,349,113,729,None,None,NA
OG0004203,3.68424433992029,-4.01306677463372,61,18,328,366,1,Ig-like domain-containing protein,GO:0016020 (43),NA
OG0004204,2.87787122056605,1.15314339992683,15,1,502,156,226,Small ribosomal subunit protein eS6 (40S ribosomal protein S6),GO:0003735; GO:0005840; GO:0006412; GO:1990904 (43),NA
OG0004205,-6.44619970991491,-7.01775503757317,13,67,148,192,3195,None,None,NA
OG0004206,-2.87826501800894,-3.75320518615563,4,173,162,259,526,Thymidylate synthase,GO:0004799; GO:0006231; GO:0006235; GO:0032259 (26),GO:0004799; GO:0005739; GO:0005829; GO:0006231; GO:0006235; GO:0032259 (16)
OG0004207,-9.04093914701818,-9.51040840747674,30,24,258,119,276,Protein inscuteable homologue C-terminal domain-containing protein,GO:0000132; GO:0008093; GO:0008356; GO:0009786; GO:0045176; GO:0045179 (31),GO:0008356 (10)
OG0004208,-4.7630920953977,-1.55800641181786,41,79,182,79,10,None,None,NA
OG0004209,0.128781264282476,9.16171740886848,59,82,523,72,700,Pre-rRNA-processing protein IPI3, putative,GO:0005656; GO:0006261; GO:0006364; GO:0097344 (43),NA
OG0004210,-5.8494129724729,1.72883700725715,60,291,236,497,3196,Protein phosphatase type 2C, putative,GO:0006470; GO:0016020; GO:0017018; GO:0046872 (32),GO:0004722; GO:0006470; GO:0016020; GO:0046872 (11)
OG0004211,6.01559418962122,0.276965135308907,34,94,470,144,789,Methoprene-tolerant protein,GO:0003677; GO:0003700; GO:0005634; GO:0005667; GO:0005737; GO:0045944; GO:0046983 (31),GO:0003677; GO:0003700; GO:0005634; GO:0005667; GO:0005737 (12)
OG0004212,-3.97166042997717,-5.01735330226739,4,31,45,48,152,None,None,NA
OG0004213,0.0199875287783258,8.95511245128791,59,7,330,387,118,Mitochrondrial 2-oxoglutarate/malate carrier protein, putative,GO:0008272; GO:0015116; GO:0015117; GO:0015131; GO:0015140; GO:0015141; GO:0015297; GO:0015709; GO:0015729; GO:0016020; GO:0035435; GO:0071422; GO:0071423 (27),GO:0016020 (16)
OG0004214,-3.61300342752813,2.24454783794563,53,150,154,454,451,None,None,NA
OG0004215,-5.39693551733373,-3.11802448186,10,102,74,461,460,Nuclear pore complex protein Nup85,GO:0015031; GO:0017056; GO:0031080; GO:0031965; GO:0051028 (43),NA
OG0004216,-0.758276516937006,-4.23141706588586,7,3,12,155,196,None,None,NA
OG0004217,10.2888147287142,1.27617978450935,50,76,255,44,3197,None,None,NA
OG0004218,-2.75983523800253,-1.93414748313744,28,58,46,92,258,Protein wntless,GO:0000139; GO:0005789; GO:0006886; GO:0010008; GO:0012505; GO:0016055; GO:0017147; GO:0042734; GO:0042995; GO:0045211; GO:0061355 (26),GO:0000139; GO:0005789; GO:0010008; GO:0016055; GO:0017147; GO:0042734; GO:0042995; GO:0045211 (17)
OG0004219,5.87664908692957,8.24929808971565,49,147,542,493,679,GDP/GTP exchange factor Sec2 N-terminal domain-containing protein,GO:0005085 (43),NA
OG0004220,13.683414643265,4.05506705639045,2,25,269,5,116,None,None,NA
OG0004221,2.14824361131312,-6.95244312885125,8,547,59,1087,3198,None,None,NA
OG0004222,1.33252162263514,0.012078756066964,37,88,358,83,130,DNA replication licensing factor MCM7,GO:0000727; GO:0003678; GO:0003697; GO:0005524; GO:0005634; GO:0006268; GO:0006270; GO:0006271; GO:0007049; GO:0016787; GO:0042555 (27),GO:0003677; GO:0003678; GO:0005524; GO:0005634; GO:0006270; GO:0007049; GO:0016787; GO:0042555 (11)
OG0004223,2.41946906373621,3.67869281170051,54,4,386,109,481,Leucine carboxyl methyltransferase 1,GO:0005829; GO:0006481; GO:0018423 (26),GO:0008168; GO:0032259 (17)
OG0004224,0.121383612610113,9.10774230358283,59,82,523,72,700,Metalloendopeptidase OMA1,GO:0004222; GO:0006508; GO:0046872 (43),NA
OG0004225,8.46062106416346,-1.03319216373284,14,134,318,29,65,Gamma-soluble NSF attachment protein-like protein,GO:0006886 (43),NA
OG0004226,-2.40547066404699,-2.14588368537743,28,309,489,451,81,U3 small nucleolar RNA-associated protein 14 homolog A,GO:0005730; GO:0006364; GO:0032040 (42),NA
OG0004227,-2.57682835533499,-3.67800284030755,4,115,162,33,476,C2H2-type domain-containing protein,None,NA
OG0004228,-2.98703914358496,8.67477034923713,38,10,414,19,271,Carboxypeptidase, putative,GO:0004181; GO:0005615; GO:0006518; GO:0008270; GO:0016485 (21),GO:0004181; GO:0006508; GO:0008270; GO:0016020 (15)
OG0004229,-8.85480623915075,-9.19662619235833,30,24,421,119,3199,Mitochondrial inner membrane protease ATP23,GO:0004222; GO:0005739; GO:0033615; GO:0034982; GO:0046872 (31),GO:0004222; GO:0005856; GO:0006508; GO:0016012 (6)
OG0004230,3.72378320024134,1.09604071972053,48,175,228,109,25,Docking protein, putative (Docking protein, putative (Fragment)),GO:0005737; GO:0005925; GO:0007155; GO:0007169; GO:0016477; GO:0090527 (43),NA
OG0004231,-2.6455880351293,-7.56971693637688,5,111,7,93,3200,Sorting nexin-29,GO:0035091 (37),GO:0005789; GO:0015031; GO:0035091 (6)
OG0004232,4.56194800660731,0.95308541652839,48,175,117,338,29,None,None,NA
OG0004233,2.71302480027796,3.70832108852546,50,76,255,58,143,Dystrobrevin beta-like protein,GO:0007268; GO:0008270; GO:0016010; GO:0045202; GO:0046716; GO:0050804 (43),NA
OG0004234,-2.9541206903684,8.36127566692512,38,168,287,81,58,None,None,NA
OG0004235,-4.22512226774572,-6.39886570575555,4,39,57,47,3201,None,None,NA
OG0004236,-6.8247855253446,-0.963212496069267,40,221,92,204,609,Polycomb protein SCMH1, putative (Polycomb protein SCMH1, putative (Fragment)),GO:0003682; GO:0005634; GO:0042393; GO:0045892 (32),GO:0005634; GO:0006355 (11)
OG0004237,7.08793658540369,3.99262046215217,64,6,428,86,737,WD repeat-containing protein 70-like protein,None,NA
OG0004238,3.98225278184534,1.11650990841071,48,1,118,466,281,General transcription factor IIH subunit,GO:0000439; GO:0005675; GO:0006289; GO:0006351; GO:0008270 (43),NA
OG0004239,1.71381849572779,2.3522791802613,22,65,239,143,247,Small ribosomal subunit protein mS29,GO:0005761; GO:0006915; GO:0015935 (43),NA
OG0004240,0.55825013444544,3.93712758419196,51,194,461,208,760,Methionine--tRNA ligase, mitochondrial,GO:0004825; GO:0005524; GO:0006431 (43),NA
OG0004241,-8.03877049162267,-6.85136318805535,44,216,242,8,35,None,None,NA
OG0004242,3.3115670137179,5.4753112733094,16,247,215,21,205,Peptidyl-prolyl cis-trans isomerase (PPIase),GO:0000413; GO:0003755; GO:0006457 (22),GO:0000413; GO:0003755; GO:0006457; GO:0071013 (19)
OG0004243,1.59245676324488,0.242696279260323,37,88,198,9,175,(S)-3-amino-2-methylpropionate transaminase,GO:0003867; GO:0005739; GO:0009450; GO:0030170; GO:0034386; GO:0042135; GO:0047298 (17),GO:0009448; GO:0030170; GO:0034386; GO:0042135; GO:0047298 (17)
OG0004244,-2.27853640391706,-5.37173534038384,10,109,77,405,3202,Protein N-terminal asparagine amidohydrolase,GO:0008418 (43),NA
OG0004245,-5.05847411825537,7.55027007457893,9,60,31,3,19,None,None,NA
OG0004246,4.20848244950892,-1.25167894962151,51,194,461,208,760,Protein SHQ1 homolog,GO:0000493; GO:0005654; GO:0005737; GO:0051082 (37),GO:0000493 (6)
OG0004247,-6.23205786421179,6.07328605053108,43,272,238,28,604,Palmitoyltransferase,GO:0016020; GO:0019706 (20),GO:0005783; GO:0005794; GO:0006612; GO:0016020; GO:0016491; GO:0018230; GO:0019706 (17)
OG0004248,-2.50804990007757,-10.3439502775939,27,27,44,164,329,Voltage-gated hydrogen channel 1 (Hydrogen voltage-gated channel 1),GO:0005886; GO:0030171 (43),NA
OG0004249,3.05136269853235,2.30857848522346,32,59,89,107,389,None,None,NA
OG0004250,-4.09310918524145,0.217057460519479,26,225,241,232,3203,Costars domain-containing protein,GO:0003779; GO:0035025 (43),NA
OG0004251,4.49026936814905,-0.523586517599418,51,7,451,508,3204,Probable imidazolonepropionase,GO:0005737; GO:0019556; GO:0019557; GO:0046872; GO:0050480 (34),GO:0005737; GO:0016812; GO:0019556; GO:0046872 (6)
OG0004252,-6.52053671553015,0.921475881311105,60,114,380,43,49,Replication factor C, subunit RFC3, putative,GO:0003677; GO:0003887; GO:0005634; GO:0005663; GO:0006261; GO:0006281 (40),GO:0003677; GO:0006260 (3)
OG0004253,-7.07277041151403,-1.18490112426598,40,243,454,333,132,Two pore calcium channel protein 1-like isoform X1,GO:0005261; GO:0005765; GO:0022832 (42),NA
OG0004254,7.40503043458582,4.06815528270881,42,7,457,260,788,Crossover junction endonuclease MUS81,GO:0000727; GO:0003677; GO:0005634; GO:0006308; GO:0008821; GO:0046872; GO:0048476 (22),GO:0000712; GO:0000727; GO:0003677; GO:0005634; GO:0006308; GO:0008821; GO:0031573; GO:0046872; GO:0048257; GO:0048476 (21)
OG0004255,7.19821376130701,3.79780101177375,64,6,428,75,634,RAS family protein, putative,GO:0003924; GO:0004767; GO:0005525; GO:0005802; GO:0016192; GO:0031985 (43),NA
OG0004256,-4.87754970266699,-17.0925636351379,25,138,42,25,3205,U3 snoRNP protein,GO:0000462; GO:0005634; GO:0016020; GO:0016192; GO:0030515 (42),GO:0000462; GO:0005634; GO:0030515 (1)
OG0004257,-0.360603267692316,-0.310999399450614,28,229,441,489,60,Mitoferrin-1 (Mitoferrin-2-like protein),GO:0016020 (43),NA
OG0004258,6.47514933869959,3.53592967388313,24,7,440,78,633,None,None,NA
OG0004259,6.25886935517908,2.52502536174934,15,77,117,10,764,ATP-dependent (S)-NAD(P)H-hydrate dehydratase,GO:0005524; GO:0046496; GO:0047453 (25),GO:0005524; GO:0046496; GO:0047453; GO:0110051 (17)
OG0004260,6.85678405091883,3.90536546108405,64,7,428,86,127,Palmitoyltransferase,GO:0000139; GO:0005576; GO:0005886; GO:0006887; GO:0016409; GO:0016491; GO:0018345; GO:0019706; GO:0044218; GO:0044231; GO:0090729 (24),GO:0005576; GO:0005886; GO:0006887; GO:0019706; GO:0044218; GO:0044231; GO:0090729 (11)
OG0004261,4.14269084260584,-1.07012034061272,51,143,136,428,472,Src substrate protein p85-like,None,NA
OG0004262,3.60907048509241,-3.8452323138984,61,18,328,163,27,Ubiquitin protein ligase, putative (Ubiquitin protein ligase, putative (Fragment)),GO:0000209; GO:0005737; GO:0009966; GO:0016020; GO:0016874; GO:0043066; GO:0061630 (31),GO:0016020 (6)
OG0004263,-2.62397300674795,-1.89186359050591,28,58,46,92,254,Phosphatidate cytidylyltransferase,GO:0004605; GO:0005789; GO:0016024 (27),GO:0004605; GO:0016020; GO:0016024 (16)
OG0004264,-6.44458847715734,-7.0011942446502,13,67,148,192,3206,PQ-loop repeat-containing protein, putative,GO:0005768; GO:0005802; GO:0005829; GO:0016020; GO:0042147; GO:0045332 (36),GO:0016020 (7)
OG0004265,6.4290420465243,0.026694530221627,34,94,316,395,36,None,None,NA
OG0004266,-2.12492553367494,-5.04367006423791,22,56,479,380,3207,Agrin-like protein,GO:0005886; GO:0007213; GO:0008519; GO:0043113; GO:0043236; GO:0045202 (37),GO:0005886; GO:0007213; GO:0043113; GO:0043236; GO:0045202 (5)
OG0004267,0.048295562721502,-7.83366108539422,31,11,323,90,3208,None,None,NA
OG0004268,-4.58100586607336,-1.48534167411645,41,79,182,453,3209,glutaminase,GO:0004359; GO:0005576; GO:0005886; GO:0006541; GO:0006887; GO:0044218; GO:0044231; GO:0090729 (26),GO:0004359; GO:0005576; GO:0005886; GO:0006537; GO:0006543; GO:0006887; GO:0044218; GO:0044231; GO:0090729 (17)
OG0004269,-5.74757533743261,2.39737319347541,63,178,407,138,833,None,None,NA
OG0004270,-10.6784303732145,-5.89398623111565,21,127,51,269,155,None,None,NA
OG0004271,2.19745988175989,-7.48093939426263,8,70,151,377,142,None,None,NA
OG0004272,4.76573962495447,-0.692049986151054,51,194,335,474,3210,Protein arginine N-methyltransferase,GO:0016274; GO:0018216 (43),NA
OG0004273,2.09204882905604,-7.40526486041863,8,70,151,377,142,Autophagy-related protein 13,GO:0000407; GO:0000423; GO:0005829; GO:0034497; GO:0034727; GO:1990316 (30),GO:0000045; GO:0000407; GO:1990316 (7)
OG0004274,2.64070386216761,-1.7094062626632,39,128,189,430,348,Glutamyl-tRNA(Gln) amidotransferase subunit A, mitochondrial (Glu-AdT subunit A),GO:0005524; GO:0005739; GO:0030956; GO:0032543; GO:0050567; GO:0070681 (32),GO:0005524; GO:0005739; GO:0016740; GO:0030956; GO:0032543; GO:0050567; GO:0070681 (9)
OG0004275,-2.45220314934133,-5.52712774875481,10,109,77,66,3211,Mannose-6-phosphate isomerase,GO:0004476; GO:0005829; GO:0005975; GO:0008270; GO:0009298 (27),GO:0004476; GO:0005975; GO:0008270; GO:0009298 (14)
OG0004276,-6.65388851835607,1.3785767495362,60,114,387,43,192,Nudix hydrolase-like protein,GO:0016787 (43),NA
OG0004277,-8.80638342573522,-8.83922958972771,30,92,38,1088,3212,pyrroline-5-carboxylate reductase,GO:0004735; GO:0055129 (39),GO:0004735; GO:0006561 (4)
OG0004278,-10.0034454412687,1.28528451320808,29,169,196,153,3213,None,None,NA
OG0004280,1.14792556092859,6.76925753948371,45,34,543,496,339,None,None,NA
OG0004289,1.68253201768519,2.24977492687385,22,65,239,143,247,Nuclear cap-binding protein subunit 2 (20 kDa nuclear cap-binding protein) (NCBP 20 kDa subunit) (CBP20),GO:0000339; GO:0000398; GO:0005634; GO:0005846; GO:0031047; GO:0045292 (25),GO:0000339; GO:0005634; GO:0005846; GO:0031047; GO:0045292 (17)
OG0004290,4.7467681817782,2.9121370255677,56,8,529,98,304,None,None,NA
OG0004291,7.8900844506991,-0.855715042379691,14,134,294,29,65,DDRGK domain-containing protein 1,GO:0016020 (42),NA
OG0004292,-4.19770103170751,3.2234573304383,29,285,279,442,294,RING-type E3 ubiquitin transferase,GO:0005783; GO:0006511; GO:0016020; GO:0016567; GO:0046872; GO:0060255; GO:0061630 (18),GO:0005783; GO:0006511; GO:0016020; GO:0016567; GO:0016874; GO:0032440; GO:0044390; GO:0046872; GO:0060255; GO:0061630; GO:0071712 (17)
OG0004293,5.2506801538241,4.87848281261604,24,43,443,191,57,RBR-type E3 ubiquitin transferase,GO:0000151; GO:0000209; GO:0005737; GO:0006511; GO:0008270; GO:0016874; GO:0031624; GO:0032436; GO:0061630 (33),GO:0004842; GO:0008270; GO:0016567; GO:0060255 (8)
OG0004294,3.91795319841028,-1.19761360290368,51,194,248,307,66,ATP-dependent RNA helicase,GO:0003723; GO:0003724; GO:0005524; GO:0005730; GO:0016787 (26),GO:0003723; GO:0003724; GO:0005524; GO:0016787; GO:0043229 (11)
OG0004295,4.59640759751917,10.1922235429017,69,323,398,503,758,Calponin-like protein,None,NA
OG0004296,8.61100310609461,-0.798031574514701,14,134,300,29,386,CWF19-like protein 1,GO:0000398; GO:0061632; GO:0071014 (31),GO:0004057 (11)
OG0004297,8.32824630067469,-1.13167644145806,14,134,318,29,786,Cyclin,GO:0000079; GO:0016020; GO:0019901 (42),NA
OG0004298,-0.188134486221064,9.25968264934699,59,82,544,179,870,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 6 (Complex I-B17) (NADH-ubiquinone oxidoreductase B17 subunit),GO:0005747; GO:0006120 (42),NA
OG0004299,-12.4616211004484,-4.23164654376824,20,80,226,342,366,None,None,NA
OG0004300,-4.47713309004186,-8.1480403006347,3,83,22,13,888,Ubiquitin ligase Cop1, putative,GO:0016874; GO:0032440; GO:0043161; GO:0046872; GO:0060255; GO:0061630 (42),NA
OG0004301,8.26265353486658,-0.624837404516532,14,317,313,514,340,Ferritin,GO:0004322; GO:0006826; GO:0006879; GO:0008199 (21),GO:0004322; GO:0005737; GO:0006826; GO:0006880; GO:0008198; GO:0008199 (14)
OG0004302,5.41191691682459,1.74495076534431,35,191,259,271,441,NADH dehydrogenase-like,GO:0016491; GO:0046872; GO:0051537 (20),GO:0005747; GO:0006120; GO:0016491; GO:0046872; GO:0051537 (16)
OG0004303,10.3039037637484,5.17562007305305,33,241,325,409,802,Pre-mRNA-splicing factor 18 (PRP18 homolog),GO:0000350; GO:0005682; GO:0016607; GO:0046540; GO:0071021 (25),GO:0005681; GO:0006397; GO:0008380; GO:0016607 (17)
OG0004304,0.526993458725225,4.18404912349861,18,68,518,57,53,General transcription factor IIH subunit 3 (General transcription factor IIH polypeptide 3),GO:0000439; GO:0003743; GO:0005675; GO:0006289; GO:0008353; GO:0046872 (26),GO:0000439; GO:0005675; GO:0006289; GO:0008353; GO:0046872 (16)
OG0004305,6.24875850007654,-6.12770891788323,17,53,469,276,161,Molybdopterin synthase catalytic subunit,GO:0005829; GO:0006777; GO:0019008; GO:0030366 (41),GO:0003824; GO:0005525; GO:0006777 (1)
OG0004306,-5.91909723951696,-5.31430364253838,1,170,49,49,71,C2 NT-type domain-containing protein,None,NA
OG0004308,1.61385959909083,2.25254582760017,22,65,239,143,247,Syntaxin, putative,GO:0000149; GO:0005484; GO:0006886; GO:0006906; GO:0012505; GO:0031201; GO:0048278 (24),GO:0005484; GO:0006886; GO:0016020; GO:0016192 (14)
OG0004309,-2.33296161367773,-5.36175966861565,10,109,77,531,3214,Transmembrane and coiled-coil domains protein, putative (Transmembrane and coiled-coil domains protein, putative (Fragment)),GO:0012505; GO:0016020 (30),GO:0016020 (12)
OG0004310,-5.83784156515478,-5.1774637759002,1,170,49,49,3215,GDP-D-glucose phosphorylase 1,GO:0000166; GO:0005737; GO:0006006; GO:0016787; GO:0080048 (29),GO:0000166; GO:0005737; GO:0016787; GO:0080048 (11)
OG0004311,-7.07198887541174,-1.1632716715606,40,243,216,333,860,None,None,NA
OG0004312,6.22612971589686,-6.07291675212701,17,53,469,163,397,None,None,NA
OG0004313,-0.812303001426447,-3.98271072509606,7,3,12,444,120,Fibroblast growth factor (FGF),GO:0001934; GO:0005104; GO:0005615; GO:0005737; GO:0008083; GO:0008284; GO:0008543; GO:0009887; GO:0010628; GO:0030154; GO:0030334 (42),NA
OG0004314,-6.44629460050939,1.37505149242561,60,114,288,43,662,JNK1/MAPK8-associated membrane protein-like,GO:0006986; GO:0016020 (42),NA
