X1,X2,leiden_cluster_id,walktrap6_cluster_id,walktrap4_cluster_id,infomap_cluster_id,walktrap2_cluster_id,protein_name,best_gos,second_best_gos
OG0003051,-5.41875013373645,-11.2748818110653,12,549,1073,65,2644,None,None,NA
OG0003052,5.2642988298103,3.86080410965007,17,3,139,316,2645,C2H2-type domain-containing protein,None,NA
OG0003053,5.29873887039868,3.24244072921794,48,82,382,254,2646,Protein lin-54-like protein,GO:0005634 (48),NA
OG0003054,8.03122249581067,-4.67273756973225,72,128,37,519,36,DNA mismatch repair proteins mutS family domain-containing protein,GO:0005524; GO:0006298; GO:0030983; GO:0140664 (49),NA
OG0003055,1.91638061739651,-0.836643190307205,28,79,43,179,39,None,None,NA
OG0003056,-1.00838502906116,-8.83393761627156,65,113,228,429,243,Laminin G domain-containing protein,GO:0016020 (49),NA
OG0003057,5.61515322663037,-5.33201667777974,33,5,232,45,564,None,None,NA
OG0003058,10.1719876859352,-11.9067034434505,84,413,563,531,609,Phosphatidylinositol 5-phosphate 4-kinase type-2 alpha-like protein,GO:0005524; GO:0016301; GO:0016310; GO:0046854 (49),NA
OG0003059,9.69241443611828,0.40065744407695,69,29,502,240,823,None,None,NA
OG0003060,-1.21628507636341,4.81798365600627,18,91,106,76,123,None,None,NA
OG0003061,-2.77439054511341,15.1449036885075,49,10,25,356,2647,Transcription factor, putative,GO:0000978; GO:0000981; GO:0005634; GO:0006357; GO:0048856 (36),GO:0003677; GO:0005634 (13)
OG0003063,5.84561291672436,-0.503918619079178,55,344,505,603,758,Craniofacial development protein 1 (Bucentaur),GO:0000812; GO:0005634; GO:0006338 (49),NA
OG0003064,9.4564534757301,-1.38023254386861,80,381,471,438,238,phosphoacetylglucosamine mutase,GO:0000287; GO:0004610; GO:0005975; GO:0006048 (43),GO:0004610; GO:0005975; GO:0006048; GO:0046872 (6)
OG0003065,1.07817629315106,11.4188018132023,8,298,1074,346,2648,NACHT domain-and WD repeat-containing protein 1-like protein,None,NA
OG0003066,-11.6613562967614,-4.17713758460957,44,11,343,329,2649,None,None,NA
OG0003067,-9.30330118201526,3.57684138305705,14,57,53,154,25,Formin-binding protein 1-like protein,GO:0005737; GO:0005886; GO:0006897; GO:0007165 (49),NA
OG0003068,3.61588386036602,-8.76410910598714,79,333,272,677,95,Differentially expressed in FDCP 8-like,GO:0005576; GO:0005886; GO:0006887; GO:0035556; GO:0044218; GO:0044231; GO:0090729 (49),NA
OG0003069,2.51792931892125,-4.10786625854451,16,153,24,18,494,RING-CH-type domain-containing protein,GO:0008270; GO:0016020 (49),NA
OG0003070,5.43792644478528,3.57774928100627,48,368,176,288,2650,Inositol phospholipid synthesis protein scs3p,GO:0005789; GO:0008654; GO:0019915; GO:0034389; GO:0106399 (32),GO:0005789; GO:0019915; GO:0034389; GO:0106399 (16)
OG0003071,7.96020523049084,-8.10761734954793,75,99,416,694,839,NCK-interacting protein with SH3 domain-like,None,NA
OG0003072,8.10221496559826,9.56230500228923,35,48,436,332,2651,Hexosyltransferase,GO:0005794; GO:0015020; GO:0016020; GO:0035269; GO:0042285 (31),GO:0016020 (14)
OG0003073,12.0437447164222,-6.05077311508138,88,379,569,591,737,Mitochondrial proton/calcium exchanger protein (Leucine zipper-EF-hand-containing transmembrane protein 1),GO:0005509; GO:0005743; GO:0015297; GO:0043022 (49),NA
OG0003074,5.37160936333386,3.14102747924846,48,3,88,379,2652,Mitogen-activated protein kinase,GO:0004707; GO:0005524; GO:0005737; GO:0006468; GO:0009605; GO:0033554 (21),GO:0004674; GO:0004707; GO:0005524; GO:0005634; GO:0005737; GO:0006468; GO:0007166; GO:0009605; GO:0033554; GO:0035556 (15)
OG0003075,4.32486799694745,9.48087265975993,35,98,1075,343,2653,Thymosin beta,GO:0003785; GO:0005856; GO:0007015 (49),NA
OG0003076,5.41487899758069,3.71962264068645,48,82,88,379,612,Phospholipase A-2-activating protein, putative,GO:0005634; GO:0005737; GO:0010992; GO:0016905; GO:0043130; GO:0043161 (37),GO:0005737 (12)
OG0003077,5.88633171059338,-0.681582422179764,55,7,527,695,827,Adenosine 3'-phospho 5'-phosphosulfate transporter 1-like,GO:0012505; GO:0016020; GO:0055085 (49),NA
OG0003078,7.89772096611706,9.63080647476237,35,48,202,332,2654,Retrotransposable element Tf2 protein type 3-like protein,GO:0003676; GO:0015074 (40),GO:0003676 (9)
OG0003079,2.82310173623411,6.32228138931316,11,49,8,85,177,RING-CH-type domain-containing protein,GO:0004970; GO:0005886 (41),GO:0004970; GO:0005886; GO:0008270 (8)
OG0003081,3.47297898270337,-0.0010206412501983,19,3,95,232,2655,ABC transmembrane type-1 domain-containing protein,GO:0005524; GO:0016020; GO:0140359 (27),GO:0016020 (21)
OG0003083,-5.2032349970177,-11.4311899851986,12,40,99,60,9,None,None,NA
OG0003085,4.55994204022137,-0.272734613341873,59,222,388,196,578,tryptophan--tRNA ligase,GO:0004830; GO:0005524; GO:0006436 (48),NA
OG0003086,-0.295847978813968,2.94500449188274,28,411,261,653,2656,Triokinase/FMN cyclase,GO:0004371; GO:0005524; GO:0005829; GO:0016310; GO:0019563; GO:0034012 (26),GO:0004371; GO:0005524; GO:0006071; GO:0016310; GO:0034012 (10)
OG0003087,1.59983173348156,-12.8046459864803,45,77,204,686,647,WD-repeat protein-like protein,GO:0006364; GO:0032040 (48),NA
OG0003088,9.29303041435925,-1.33986196033437,80,97,1,538,71,None,None,NA
OG0003089,2.50582549311367,-6.6162538241573,77,230,34,501,571,Junctional adhesion molecule A (Junctional adhesion molecule 1),GO:0005886; GO:0005923; GO:0007155 (42),GO:0005886; GO:0007155; GO:0007411 (6)
OG0003090,5.71171799637524,-0.55180665962178,55,35,12,334,322,Protein required for fusion of vesicles in vesicular transport, alpha-SNAP, putative,GO:0005483; GO:0006886; GO:0019905; GO:0031201; GO:0035494 (36),GO:0006886; GO:0016020; GO:0016192 (7)
OG0003091,6.58244100548474,-2.76547733200494,70,157,486,509,376,Ribonucleotide reductase small subunit,GO:0009263; GO:0016020; GO:0016491; GO:0046872 (40),GO:0009263; GO:0016491; GO:0046872 (6)
OG0003092,-0.177079048378787,-6.76605889312703,34,366,507,667,513,Bifunctional polynucleotide phosphatase/kinase-like protein,GO:0016301; GO:0016310 (48),NA
OG0003094,-6.21406015418323,5.47105362899821,20,9,168,206,46,Next to BRCA1 central domain-containing protein,None,NA
OG0003095,6.67741456963269,-3.46017071716267,30,3,21,665,72,RING-type domain-containing protein,GO:0016020; GO:0055085 (48),NA
OG0003096,6.37604061104504,-3.51142218820531,30,85,546,524,447,cAMP-dependent protein kinase type I-beta regulatory subunit, putative,GO:0001932; GO:0004715; GO:0005829; GO:0005952; GO:0008603; GO:0016310; GO:0030552 (29),GO:0001932; GO:0005952; GO:0008603; GO:0016301; GO:0016310; GO:0030552 (12)
OG0003097,-4.94729837439807,12.9243855763249,32,22,139,92,229,Protein KRI1 homolog,None,NA
OG0003098,2.72327013649193,-4.02295705787617,16,153,24,18,392,None,None,NA
OG0003099,-5.81810792945179,-3.25790718309361,3,27,188,583,556,Nonsense-mediated mRNA decay factor SMG8,GO:0000184 (48),NA
OG0003101,4.50892129875866,-2.37747991196591,55,3,12,597,275,Galactose mutarotase (Aldose 1-epimerase),GO:0004034; GO:0006012; GO:0030246 (41),GO:0004034; GO:0006012; GO:0030246; GO:0047938 (7)
OG0003102,5.49960580803601,3.47649100311321,48,251,412,246,463,Polyribonucleotide 5 (Ubiquitin recognition factor in ER-associated degradation protein 1),GO:0006511; GO:0010498; GO:0050896 (48),NA
OG0003103,10.1586214635536,-11.9204182337948,84,413,563,531,609,Calreticulin,GO:0005509; GO:0005788; GO:0005789; GO:0006457; GO:0030433; GO:0051082 (27),GO:0005509; GO:0005788; GO:0006457; GO:0051082 (13)
OG0003105,15.5488087270424,7.98806050308269,41,141,63,100,90,Glycosyltransferase-like protein LARGE2,GO:0005794; GO:0015020; GO:0035269; GO:0042285 (27),GO:0016757 (21)
OG0003106,-3.02959808371814,15.2230305958561,49,10,25,367,283,None,GO:0005634 (48),NA
OG0003107,4.34174636341778,-2.52325908951241,50,23,29,595,679,Ribosome biogenesis protein tsr1, putative,GO:0000462; GO:0000479; GO:0003924; GO:0005525; GO:0005730; GO:0030688; GO:0034511 (36),GO:0042254 (7)
OG0003108,6.70671168305127,-3.52994004003484,30,3,21,665,72,U3 small nucleolar ribonucleoprotein protein MPP10,GO:0005732; GO:0006364; GO:0034457 (48),NA
OG0003109,7.9125343892738,-2.1605545591541,38,315,393,465,60,Vacuolar protein sorting-associated protein 52 homolog,GO:0000938; GO:0005829; GO:0006896; GO:0007041; GO:0015031; GO:0019905; GO:0032456; GO:0042147 (38),GO:0005794; GO:0015031 (9)
OG0003110,-7.7110532190636,6.10624173172038,4,75,109,5,233,DnaJ subfamily C member 11-like protein,None,NA
OG0003111,5.64492240883557,3.87685873992961,48,168,241,596,138,3'-phosphate/5'-hydroxy nucleic acid ligase,GO:0005525; GO:0008033; GO:0008452; GO:0046872 (38),GO:0003972; GO:0005525; GO:0006388; GO:0046872; GO:0072669 (10)
OG0003112,-3.78919729254993,-2.86813465617377,13,156,248,324,2657,Gem-associated protein, putative,GO:0000387; GO:0003730; GO:0004402; GO:0005634; GO:0032797 (48),NA
OG0003113,9.21751800514905,-1.29086205474812,80,97,1,696,781,Methylthioribose-1-phosphate isomerase (M1Pi) (MTR-1-P isomerase),GO:0005634; GO:0005737; GO:0019284; GO:0019509; GO:0046523 (43),GO:0000398; GO:0005634; GO:0005737; GO:0019284; GO:0046523 (5)
OG0003114,-8.83341058753284,3.81770852096599,35,48,202,332,2658,Large ribosomal subunit protein uL2 (60S ribosomal protein L8),GO:0003735; GO:0005840; GO:0006412; GO:1990904 (45),GO:0003723; GO:0003735; GO:0005762; GO:0016740; GO:0032543 (3)
OG0003116,-16.2869304086998,-7.58766505233723,1,260,45,1,8,RBR-type E3 ubiquitin transferase,GO:0004842; GO:0008270; GO:0016020; GO:0016567; GO:0016874 (31),GO:0004842; GO:0008270; GO:0016020; GO:0016567 (16)
OG0003117,-8.62787946723255,-2.16941866390187,39,236,1076,550,2659,Exostosin-3, putative,GO:0005789; GO:0005794; GO:0006486; GO:0015012; GO:0016757; GO:0050508 (33),GO:0005789; GO:0006486; GO:0015012; GO:0016757 (12)
OG0003118,-0.940193739159427,6.08094742782634,21,410,589,697,731,None,None,NA
OG0003119,-0.570150223000369,3.51527693756145,31,81,77,19,335,None,None,NA
OG0003120,9.06414476372449,4.72782614715617,42,72,18,187,2660,None,None,NA
OG0003121,-7.23593935035022,-7.12904355041463,46,108,7,698,2661,Codanin-1 C-terminus,None,NA
OG0003123,-2.92243560813221,15.1387658406071,49,10,25,367,283,REST corepressor 1-like protein,GO:0005634 (48),NA
OG0003124,-5.50133260749134,10.0878434468083,23,55,112,224,2662,BAG domain-containing protein,GO:0051087 (48),NA
OG0003125,4.03939834572522,-1.84398636333424,50,190,119,529,651,None,None,NA
OG0003126,-0.53690442107471,3.45550444610637,31,304,404,207,757,Dynamin-like 120 kDa protein, mitochondrial,GO:0003924; GO:0005525; GO:0005737; GO:0005743; GO:0005874; GO:0006915; GO:0008017; GO:0008053; GO:0008289; GO:0031966 (30),GO:0003924; GO:0005525; GO:0005743; GO:0006915; GO:0008289 (18)
OG0003127,9.36254135109631,-5.87916919700581,76,53,596,623,774,AN1-type domain-containing protein,GO:0003677; GO:0004386; GO:0005524; GO:0008270 (47),GO:0003677; GO:0004386; GO:0005524 (1)
OG0003128,12.5094448659584,-5.44876119605977,74,414,554,424,508,Endonuclease III homolog,GO:0000703; GO:0003677; GO:0003906; GO:0004519; GO:0005634; GO:0005739; GO:0006285; GO:0046872; GO:0051539; GO:0140078 (30),GO:0000703; GO:0003677; GO:0005634; GO:0005739; GO:0006285; GO:0046872; GO:0051539; GO:0140078 (7)
OG0003129,-12.5272000696495,-0.30200049392659,10,47,102,88,33,Tudor domain-containing protein,GO:0003723; GO:0005737; GO:0010468 (48),NA
OG0003130,-2.97166618369373,-6.48435446731526,47,103,237,105,111,Alpha-parvin, putative,GO:0003779; GO:0005737; GO:0005925; GO:0007163; GO:0015629; GO:0030031; GO:0031532; GO:0034446 (30),GO:0003779; GO:0007155; GO:0031532 (11)
OG0003131,7.98020521141736,9.79397633560222,35,139,551,48,2663,U3 small nucleolar RNA-associated protein 25 homolog (UTP25 small subunit processor component),GO:0000462; GO:0005730; GO:0019843; GO:0032040; GO:0034511 (26),GO:0005730; GO:0006364; GO:0034511 (22)
OG0003132,1.70905724503247,1.31327059753459,42,215,46,42,428,Palmitoyl-protein thioesterase, putative,GO:0002084; GO:0005764; GO:0006898; GO:0008474 (48),NA
OG0003133,-2.62694820426258,3.76548436172527,5,268,381,79,2664,Translocon-associated protein subunit gamma (Signal sequence receptor subunit gamma),GO:0005783; GO:0005789; GO:0006614 (26),GO:0005789; GO:0006614 (22)
OG0003134,1.56586829163281,11.3129477787785,8,298,2,38,143,protein-tyrosine-phosphatase,GO:0004726; GO:0005737; GO:0006470; GO:0016740; GO:0030971; GO:0048666; GO:0050839; GO:0070374 (32),GO:0004222; GO:0004725; GO:0005506; GO:0006470; GO:0006508; GO:0016705; GO:0031418; GO:0048666; GO:0051213 (13)
OG0003135,2.75999413021056,6.37294438369792,11,49,8,85,177,Duf778 domain containing protein,GO:0016020 (48),NA
OG0003136,-11.9978764917687,4.37910607345622,2,13,73,2,196,None,None,NA
OG0003139,11.6697956655189,-1.90689572803456,36,38,14,440,106,ER membrane protein complex subunit 1,GO:0072546 (48),NA
OG0003140,1.89056900479046,-12.4531101893612,45,337,549,699,796,Signal recognition particle 54 kDa protein,GO:0003924; GO:0005525; GO:0005783; GO:0005786; GO:0006614; GO:0008312 (46),GO:0003924; GO:0005525; GO:0005786; GO:0006614; GO:0008312 (2)
OG0003142,-1.54040416739734,1.87518742569011,18,68,620,700,816,E3 ubiquitin-protein ligase RNF123-like protein,GO:0004842; GO:0046872 (48),NA
OG0003144,-3.56283792517932,-8.67064854614217,43,94,3,118,246,Casein kinase II subunit beta (CK II beta),GO:0005956; GO:0016301; GO:0016310; GO:0019887 (29),GO:0005737; GO:0005956; GO:0016301; GO:0016310; GO:0019887; GO:0080163 (19)
OG0003145,2.76397454328982,-4.62212428562123,16,238,101,226,178,Regulator of ATP-sensitive K+ channels, putative,GO:0004864; GO:0005737; GO:0007049; GO:0035308; GO:0051301 (33),GO:0004864; GO:0005737; GO:0007049; GO:0051301 (15)
OG0003146,11.6341578099891,-1.9399865578838,36,38,14,701,106,None,None,NA
OG0003147,-6.23612340949329,5.45000794418376,20,9,168,401,222,Histidyl-tRNA synthetase, putative,GO:0004821; GO:0005524; GO:0005739; GO:0005829; GO:0006427; GO:0032543 (32),GO:0004821; GO:0005524; GO:0005737; GO:0006427 (8)
OG0003148,0.297816905753293,-4.55971381179768,60,46,567,702,239,Diuretic hormone class 2-like,GO:0005576; GO:0007589; GO:0008613 (26),GO:0005576; GO:0007589; GO:0008613; GO:0016020 (22)
OG0003149,2.77012912519423,-4.20083162300069,16,253,281,503,176,None,None,NA
OG0003150,-1.23862775824817,5.10920479782146,21,189,288,140,325,RILP protein-like,None,NA
OG0003152,-0.319997635109744,-0.346339673919266,29,192,62,541,700,SSD domain-containing protein,GO:0007224; GO:0016020; GO:0022857 (42),GO:0016020 (6)
OG0003153,0.486672792212643,-6.81048771850545,34,188,323,444,248,None,None,NA
OG0003154,9.02511564232556,-3.8770793389507,70,157,486,509,376,RING-type domain-containing protein,GO:0016020; GO:0046872 (48),NA
OG0003155,-12.0089944269493,11.4673781681828,66,59,120,373,187,Ankyrin repeat and MYND domain-containing protein 2-like protein,GO:0005576; GO:0005886; GO:0006887; GO:0044218; GO:0044231; GO:0090729 (35),GO:0005524; GO:0016020 (7)
OG0003156,0.301667842642941,0.634969978409226,54,129,182,339,2665,fumarate hydratase,GO:0004333; GO:0005739; GO:0006099; GO:0006106; GO:0006108; GO:0045239 (25),GO:0004333; GO:0006099; GO:0006106; GO:0045239 (23)
OG0003157,-2.82189926169666,-4.24486395828206,7,353,615,125,840,Metallo-beta-lactamase domain-containing protein,GO:0006749; GO:0031123; GO:0050313 (48),NA
OG0003158,-0.414169397576175,-4.39259347431142,61,3,474,435,2666,CCR4-NOT transcription complex subunit 4,GO:0003723; GO:0004842; GO:0030014; GO:0046872 (48),NA
OG0003159,-6.27010473273548,5.21051838882487,20,198,307,89,327,ribose-phosphate diphosphokinase,GO:0000287; GO:0004749; GO:0005524; GO:0006015; GO:0009156; GO:0009165; GO:0016301; GO:0016310 (35),GO:0000287; GO:0004749; GO:0005524; GO:0009156; GO:0009165; GO:0016301; GO:0016310 (11)
OG0003160,4.41928807236401,-3.83968350402791,16,153,24,18,560,Ribosome biogenesis regulatory protein,GO:0005634; GO:0042254 (26),GO:0000447; GO:0005730; GO:0030687; GO:0042273 (22)
OG0003161,1.99794331528393,-9.61575505248982,22,37,169,542,105,NTF2 domain-containing protein,GO:0003723; GO:0005737; GO:0043229 (48),NA
OG0003162,0.340484771506467,-4.01815697662312,61,225,292,680,449,NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial,GO:0005743; GO:0008137; GO:0010181; GO:0045271; GO:0046872; GO:0051287; GO:0051539 (24),GO:0005747; GO:0006120; GO:0008137; GO:0010181; GO:0046872; GO:0051287; GO:0051539 (18)
OG0003163,-0.150091972573123,0.133349208908493,29,357,514,619,89,Elongation factor 1-gamma-like protein,GO:0003746 (48),NA
OG0003164,7.84570518471447,-8.34818360321004,75,401,516,372,103,Ubiquitin protein ligase, putative,GO:0000209; GO:0005524; GO:0006511; GO:0016874; GO:0061631 (40),GO:0005524; GO:0016740 (8)
OG0003165,-16.2639735605553,-7.62896201126057,1,260,45,1,118,PABS domain-containing protein,GO:0006596; GO:0016740 (48),NA
OG0003166,-2.16163906119617,10.1051259327702,46,108,134,396,139,WD-repeat protein, putative,GO:0000472; GO:0000480; GO:0004402; GO:0005730; GO:0030686; GO:0032040; GO:0034511 (27),GO:0005730; GO:0006364; GO:0032040 (21)
OG0003167,5.73294774033276,-0.521474094314163,55,35,12,334,322,OCEL domain-containing protein,GO:0006368; GO:0008023 (48),NA
OG0003168,-11.818376865609,11.416305093842,66,59,120,373,187,Cleavage and polyadenylation specificity factor subunit 5,GO:0003729; GO:0005737; GO:0005849; GO:0006378 (27),GO:0003729; GO:0005737; GO:0005849; GO:0006378; GO:0006397 (17)
OG0003169,5.27697530724255,3.70703795440715,48,82,181,351,294,Eukaryotic porin-like protein (Voltage-dependent anion-selective channel protein 2),GO:0005741; GO:0008308; GO:0015288; GO:0046930 (48),NA
OG0003170,11.1038233373329,-2.02398702613789,38,311,384,607,167,None,None,NA
OG0003171,0.330050859229245,-4.16512605659444,61,3,47,435,407,Nucleolar protein 9,GO:0000056; GO:0000447; GO:0000472; GO:0000480; GO:0003723; GO:0005730; GO:0030686; GO:0030688 (31),GO:0003723 (17)
OG0003172,-12.1266168024376,11.3453822422795,66,240,146,494,2667,Wnt inhibitory factor 1,GO:0016020 (48),NA
OG0003173,-16.3495429422692,-7.69784638397176,1,260,45,1,8,WD40 domain containing protein,None,NA
OG0003174,-5.31761201880725,10.2231374073796,23,55,213,219,2668,Angiomotin, putative,GO:0005886; GO:0005923; GO:0030036; GO:0030334; GO:0031410 (48),NA
OG0003176,-2.08310016654285,10.1118331242375,46,108,134,396,139,None,None,NA
OG0003177,9.7432924840614,0.250638990478928,69,3,47,281,846,Cysteine dioxygenase,GO:0005506; GO:0017172; GO:0042412 (25),GO:0008198; GO:0017172; GO:0019448; GO:0042412 (23)
OG0003179,7.96709314324109,-4.6005786370464,72,350,510,322,847,Spindle and kinetochore-associated protein, putative,GO:0000278; GO:0000940; GO:0005876; GO:0007059; GO:0008017; GO:0031110; GO:0051301; GO:0072686 (34),GO:0007059; GO:0008017; GO:0051301 (14)
OG0003180,-2.14927515052112,10.1666293431095,46,108,91,587,305,None,None,NA
OG0003181,4.66941789128033,1.30470231063884,59,267,451,703,29,Lactation elevated protein 1,GO:0005524; GO:0016887 (48),NA
OG0003182,12.5021540258094,-5.33993360511739,19,114,495,704,206,Elongation factor Ts, mitochondrial (EF-Ts) (EF-TsMt),GO:0003746; GO:0005739 (48),NA
OG0003183,8.16104713417737,9.7588773060612,35,48,202,332,30,RING-type domain-containing protein,GO:0004842; GO:0005634; GO:0016567; GO:0036297; GO:0046872 (48),NA
OG0003185,-12.3050874140099,-0.658732147140091,10,393,590,115,278,IFT81 calponin homology domain-containing protein,GO:0005929; GO:0015631; GO:0030992; GO:0042073; GO:0060271 (40),GO:0015631; GO:0030992; GO:0031514; GO:0042073; GO:0060271 (8)
OG0003186,2.85923768170325,-0.741891117019241,28,3,232,269,2669,None,None,NA
OG0003187,-0.701159086449466,3.4194317150883,31,81,478,705,2670,Tonsoku-like protein,GO:0005576; GO:0005886; GO:0006887; GO:0044218; GO:0044231; GO:0090729 (25),GO:0000724; GO:0005576; GO:0005886; GO:0006325; GO:0006887; GO:0016491; GO:0031297; GO:0043596; GO:0044218; GO:0044231; GO:0090729 (23)
OG0003189,3.28515795208661,-0.0190715502925567,19,114,495,704,206,None,None,NA
OG0003190,0.535952243582883,-7.43031212799031,34,123,196,307,2671,WD repeat-containing protein 6-like,None,NA
OG0003193,-8.73777326606067,-2.15861961357075,39,300,68,53,164,phosphorylase kinase,GO:0004689; GO:0005516; GO:0005524; GO:0005964; GO:0005978; GO:0006468 (31),GO:0004674; GO:0004689; GO:0005516; GO:0005524; GO:0005634; GO:0005737; GO:0005964; GO:0005978; GO:0006468; GO:0044773 (17)
OG0003194,-2.82366689704212,-0.971649975699966,79,100,331,35,17,Serine/threonine protein kinase, putative,GO:0004674; GO:0004698; GO:0005524; GO:0018105; GO:0035556 (25),GO:0004672; GO:0005524; GO:0006468 (23)
OG0003195,-4.00797065757068,7.96008160598796,53,164,158,377,2672,None,None,NA
OG0003196,-12.752308216317,-0.228500099105423,10,47,552,243,2673,Vacuolar protein-sorting protein, putative,GO:0000813; GO:0006612; GO:0006623; GO:0031902; GO:0043162 (31),GO:0000813; GO:0009056; GO:0015031; GO:0031902 (17)
OG0003197,-7.35392412207874,-7.32648274414021,26,25,7,177,2674,None,None,NA
OG0003198,-3.93452104590686,-2.80860060192425,13,54,159,533,2675,PPPDE domain-containing protein,GO:0008233 (48),NA
OG0003199,2.71658937223402,6.47328045852702,11,49,8,85,177,None,None,NA
OG0003200,4.0553589198753,-5.31872984878499,60,211,155,706,845,None,None,NA
OG0003201,-5.7048390772179,-3.40299806110341,3,27,188,190,184,RING-type E3 ubiquitin transferase,GO:0005737; GO:0005856; GO:0008270; GO:0060255 (48),NA
OG0003203,9.26924291588513,-1.42366120330769,80,380,562,707,798,SET domain-containing protein,None,NA
OG0003204,4.92421165444104,-9.90169951431233,68,71,151,708,851,None,None,NA
OG0003205,-0.740539875252566,3.69466355331462,31,81,77,19,335,Protein spitz, putative (Protein spitz, putative (Fragment)),GO:0005154; GO:0007173; GO:0016020; GO:0048018 (27),GO:0005154; GO:0007166; GO:0007173; GO:0016020; GO:0048018 (20)
OG0003206,3.47995511032788,14.4733624745182,40,126,345,78,2676,Alpha-catulin,GO:0005737; GO:0007155; GO:0007266; GO:0051015 (45),GO:0005737; GO:0007155; GO:0007266; GO:0045296; GO:0051015 (2)
OG0003207,2.6587829623386,-2.46368065587956,62,86,459,184,454,Palmitoyltransferase,GO:0005783; GO:0005794; GO:0006612; GO:0016020; GO:0016491; GO:0018230; GO:0019706 (25),GO:0016020; GO:0019706 (18)
OG0003208,6.74855581261364,-4.07591006271321,79,333,272,512,579,USP domain-containing protein,GO:0004197; GO:0004843; GO:0005634; GO:0005829; GO:0016579; GO:0042981 (34),GO:0004843; GO:0006511; GO:0016579 (14)
OG0003209,2.72011858560292,6.36889031417888,11,49,8,85,177,Ecdysone-induced protein 78C-like protein,GO:0004879; GO:0005634; GO:0008270; GO:0043565 (32),GO:0000122; GO:0000978; GO:0004879; GO:0005634; GO:0008270; GO:0009755; GO:0030154; GO:0045944 (16)
OG0003210,-0.425418939812503,-2.17988482229192,57,34,264,333,259,Diacylglycerol kinase (DAG kinase),GO:0003676; GO:0004143; GO:0005524; GO:0007205; GO:0035556; GO:0046339; GO:0046834 (29),GO:0004143; GO:0005524; GO:0007205; GO:0046834 (16)
OG0003211,1.30038693882672,1.19776013381999,42,3,210,339,2677,Nicastrin,GO:0005886; GO:0016485 (48),NA
OG0003212,5.24112788178174,-8.05685660354573,63,92,255,111,2678,None,None,NA
OG0003213,4.54827633835522,-2.39393866173703,55,3,12,597,275,Fanconi anemia group D2 protein, putative (Fanconi anemia group D2 protein, putative (Fragment)),GO:0000793; GO:0005634; GO:0007129; GO:0031573; GO:0036297; GO:0070182; GO:1990918 (29),GO:0006281 (19)
OG0003214,0.370424184577145,-6.81247374526936,34,224,180,664,630,Carbon-nitrogen hydrolase, putative,GO:0000166; GO:0006139; GO:0016811; GO:0047710 (35),GO:0000166; GO:0003824; GO:0006807 (13)
OG0003215,-3.75793441794666,7.81640294082683,51,164,269,501,2679,None,None,NA
OG0003216,0.50624481178967,-6.99548766128499,34,188,323,444,364,Bardet-Biedl syndrome 7 protein homolog,GO:0005930; GO:0008104; GO:0016020; GO:0034464; GO:0036064; GO:0043005; GO:0046907; GO:0060271 (48),NA
OG0003217,-12.5141137506798,-0.302260370177811,10,47,102,88,33,None,None,NA
OG0003218,2.86678586863128,-4.04091069213826,16,343,494,128,11,non-specific serine/threonine protein kinase,GO:0004674; GO:0005524; GO:0005737; GO:0006468; GO:0035556; GO:0043408; GO:0051262 (30),GO:0004674; GO:0005524; GO:0006468; GO:0007165; GO:0051262 (10)
OG0003219,-11.9396661188439,-4.36229142658192,44,11,98,199,351,None,None,NA
OG0003220,-2.23398527167591,10.2321877766423,46,108,91,587,2680,Carnitine-acylcarnitine carrier protein, putative,GO:0000064; GO:0005739; GO:0016020; GO:1990575 (32),GO:0016020 (16)
OG0003221,4.2071504924461,-3.00919500104863,60,105,273,466,2681,G-protein-signaling modulator 2,GO:0030695 (48),NA
OG0003222,-11.8184808161095,-4.13593194000203,44,116,244,709,301,Myosin X, putative,GO:0003774; GO:0005524; GO:0005737; GO:0007015; GO:0015629; GO:0016459; GO:0030050; GO:0031982; GO:0051015 (31),GO:0003774; GO:0003779; GO:0005524; GO:0005737; GO:0016459 (11)
OG0003223,11.6840273473426,-1.84845659248311,36,38,14,440,106,Autophagy-related protein 16 domain-containing protein,GO:0000045; GO:0006807; GO:0043170; GO:0044238 (26),GO:0000045; GO:0000421; GO:0006807; GO:0016905; GO:0043170; GO:0044238 (22)
OG0003224,11.6877190206215,-1.91752782575566,36,38,564,679,405,Pre-mRNA-splicing regulator WTAP, putative (Pre-mRNA-splicing regulator WTAP, putative (Fragment)),GO:0000381; GO:0005634; GO:0006397; GO:0008380; GO:0080009 (48),NA
OG0003225,-12.1332000162438,4.5021691609196,2,13,73,2,2682,None,None,NA
OG0003226,9.32022205330578,-6.00050422660786,76,427,596,623,774,None,None,NA
OG0003228,4.10073176361767,9.31979992874187,15,50,132,656,2683,None,None,NA
OG0003229,-4.2604506876305,0.344187049942429,85,3,346,532,306,Organic anion transporter, putative (Organic anion transporter, putative (Fragment)),GO:0015347; GO:0016020; GO:0043252 (29),GO:0005886; GO:0006811; GO:0055085 (15)
OG0003230,12.1529413793251,-5.4704231929012,74,307,289,508,485,DNA replication licensing factor MCM5,GO:0003688; GO:0004386; GO:0005524; GO:0005634; GO:0006270; GO:0007049; GO:0016787; GO:0032508; GO:0042555 (39),GO:0003677; GO:0004386; GO:0005524; GO:0006260; GO:0032508 (6)
